tSNE Tuned 0,tSNE Tuned 1,tSNE Tuned 2,tSNE Tuned 3,tSNE Tuned 4,phrase,label
0.598991204,0.247044205,0.433409593,0.69529988,0.387246084,characteristic polynomial,cs
0.651240559,0.286586396,0.794328761,0.452661172,0.580782842,chi-square automatic interaction detection,cs
0.660587722,0.801141611,0.572537453,0.468581676,0.449553579,child nodes,cs
0.698602688,0.815556081,0.532065859,0.447174942,0.436785741,child vertices,cs
0.432403345,0.340039501,0.269654435,0.562867084,0.797834716,cholesky decomposition,cs
0.65027346,0.416846779,0.293358272,0.807093204,0.451035783,classic ad hoc,cs
0.474194623,0.357232396,0.226233265,0.695467501,0.396243413,classical backpropagation rule,cs
0.597468163,0.40492149,0.38726489,0.478428046,0.574641936,classical computer,cs
0.654212824,0.264986847,0.573445479,0.775257336,0.237212769,classification accuracy,cs
0.614796768,0.280184274,0.540402157,0.719892865,0.222427633,classification algorithms,cs
0.512501508,0.238640412,0.537372642,0.753749002,0.23862695,classification criteria,cs
0.459132364,0.286906956,0.441552654,0.568207327,0.153522566,classification problem,cs
0.542937315,0.264116106,0.551663921,0.703093627,0.219575674,classification tasks,cs
0.420319825,0.91378308,0.539207283,0.43329563,0.906574861,clique trees,cs
0.596949212,0.510329564,0.407093271,0.938482998,0.518835214,clock cycle,cs
0.662374357,0.399486791,0.648110777,0.554780316,0.363476519,clustering algorithms,cs
0.513398314,0.361511104,0.792098568,0.629902881,0.486865494,code libraries,cs
0.690496634,0.41307181,0.417421555,0.341759216,0.380225118,code stylometry,cs
0.353645951,0.433712329,0.372604435,0.569660269,0.267085783,coding theory,cs
0.29998232,0.367960128,0.298333606,0.457075783,0.47292407,cognitive architecture,cs
0.409293353,0.437585443,0.397735484,0.554777249,0.420198536,cognitive architectures,cs
0.333872311,0.442954138,0.341173727,0.53713605,0.452067737,cognitive dimensions,cs
0.575403023,0.332523599,0.346342533,0.421766002,0.476232259,cognitive modeling,cs
0.571716541,0.425469457,0.396851821,0.413404648,0.460430136,cognitive robotics,cs
0.409383788,0.363753948,0.344191683,0.318480266,0.357615893,cognitive science,cs
0.398837918,0.364345801,0.294617628,0.377611666,0.320222721,cognitive theories,cs
0.524874133,0.365491186,0.231894084,0.449317589,0.325360633,combinatorial game theory,cs
0.548666643,0.671017938,0.466750457,0.488153796,0.544855579,communications network,cs
0.524287168,0.620113938,0.587490977,0.10943308,0.750444422,comparison sort,cs
0.674749245,0.384786927,0.57291298,0.606729314,0.265440762,comparison sorting algorithms,cs
0.544227064,0.633734006,0.56492424,0.1083459,0.750609449,comparison sorts,cs
0.480401419,0.686835222,0.37141493,0.196763714,0.387816139,compilation error,cs
0.46930009,0.701545743,0.346022073,0.210762477,0.375860183,compilation errors,cs
0.630519224,0.301312766,0.509824307,0.800435461,0.189445276,compiler correctness,cs
0.413571862,0.457137151,0.745826594,0.472442852,0.343985489,compiler design,cs
0.465775078,0.479069272,0.740363787,0.462872443,0.296784672,compiler optimization,cs
0.477976492,0.459256114,0.701568075,0.473289424,0.295414922,compiler optimization technique,cs
0.434087697,0.417052759,0.307968731,0.508624719,0.226302686,compiler theory,cs
0.651688598,0.507433135,0.554678945,0.82026576,0.465945326,complex functions,cs
0.476376149,0.490329389,0.651046518,0.636729025,0.749920371,complex vector spaces,cs
0.450181081,0.33161547,0.233824864,0.478479585,0.314488656,complexity theory,cs
0.822474288,0.602285995,0.482868138,0.610219244,0.390055555,composition filters,cs
0.314221422,0.431170984,0.172860608,0.732801433,0.392655925,compound logic gates,cs
0.55265798,0.454695687,0.572930016,0.612409842,0.165366184,compressed data,cs
0.571110961,0.468914521,0.302622359,0.823058174,0.580288702,computation time,cs
0.453508882,0.289173244,0.273004944,0.490449824,0.324435912,computational complexity theory,cs
0.573433465,0.378033717,0.712255563,0.405498903,0.477977647,computational engineering,cs
0.539237731,0.066827191,0.612712349,0.651010694,0.378129819,computational ethics,cs
0.560814896,0.403687498,0.528674121,0.846803957,0.425426477,computational fluid dynamics,cs
0.271052969,0.327469951,0.356581999,0.55973637,0.37480276,computational framework,cs
0.607673705,0.440624548,0.611734343,0.283327653,0.424753995,computational intelligence,cs
0.500486584,0.328483698,0.294738064,0.341088398,0.414693126,computational learning theory,cs
0.373307175,0.255721472,0.309040898,0.487503301,0.448979383,computational linguistics,cs
0.434434627,0.319423527,0.599059579,0.256945424,0.426360576,computational materials science,cs
0.527806499,0.305931602,0.342724047,0.521688763,0.397462149,computational mathematics,cs
0.545471119,0.216131499,0.573532974,0.456197796,0.451785694,computational models,cs
0.549643467,0.027959342,0.596343255,0.622818269,0.405338699,computational morality,cs
0.544331846,0.381465398,0.43080038,0.643256859,0.401835236,computational neural network models,cs
0.557508897,0.31314115,0.71321977,0.309228346,0.443928664,computational physics,cs
0.519697052,0.307196351,0.331887844,0.481633285,0.099006867,computational problems,cs
0.212117614,0.362471602,0.391768962,0.342912166,0.549318493,computational resource,cs
0.187845669,0.352640013,0.403581892,0.353026103,0.537051484,computational resources,cs
0.927718998,0.304805706,0.494787275,0.412503349,0.40949345,computational statistics,cs
0.476308087,0.416786861,0.615684512,0.717842927,0.403558827,computational system,cs
0.487318546,0.271016277,0.380688414,0.467942007,0.062274199,computationally intractable,cs
0.735353382,0.372576901,0.325406399,0.526671728,0.366818224,compute arithmetic operations,cs
0.575879498,0.450388261,0.569901559,0.516728763,0.58644876,computer architecture,cs
0.552203642,0.365286494,0.49766846,0.446181088,0.589720808,computer code,cs
0.508760188,0.477051025,0.462590856,0.142832829,0.380452714,computer ethics,cs
0.512122487,0.44738014,0.374564685,0.336606471,0.630010496,computer games,cs
0.563770261,0.430405351,0.44975737,0.446986625,0.619802564,computer graphics,cs
0.568890047,0.474351388,0.390163444,0.537414513,0.625714061,computer hardware unit,cs
0.722526484,0.483126966,0.429559687,0.624081106,0.589937232,computer interaction,cs
0.619310544,0.354765884,0.45862194,0.449047756,0.527331001,computer language,cs
0.645341916,0.407411288,0.46209507,0.428741914,0.519349209,computer learning,cs
0.276866533,0.573383252,0.444966127,0.518804121,0.542277957,computer memory,cs
0.590852799,0.534180066,0.519555846,0.541566525,0.582732204,computer network,cs
0.578976861,0.493174801,0.575652466,0.530582882,0.573457858,computer network architecture,cs
0.581493173,0.504284019,0.41683609,0.497875671,0.573935074,computer processors,cs
0.564144031,0.395792491,0.485645905,0.512553664,0.562969634,computer program,cs
0.526838566,0.317009516,0.516881883,0.44146992,0.581807644,computer program source code,cs
0.535000725,0.38297017,0.499995787,0.4617937,0.539708116,computer programming,cs
0.555994892,0.436268748,0.485636824,0.474654258,0.55800232,computer programs,cs
0.558127191,0.345771526,0.590802115,0.330736119,0.514639474,computer science,cs
0.525342712,0.342514555,0.590559519,0.261480817,0.501812187,computer science fields,cs
0.483906788,0.657609908,0.726613438,0.509273342,0.398172483,computer security,cs
0.651400714,0.406865082,0.41794594,0.36701168,0.52625945,computer skills,cs
0.560113012,0.489264951,0.496796839,0.510569788,0.563784283,computer systems,cs
0.698273686,0.351955342,0.51305269,0.395151557,0.480917803,computer vision,cs
0.532315171,0.480278643,0.357570298,0.585972849,0.57137965,computing machinery,cs
0.487911615,0.512443613,0.428789613,0.584614013,0.542553461,computing resources,cs
0.562653704,0.363097136,0.273877775,0.778208065,0.395004682,concurrent pattern calculus,cs
0.361607668,0.525676723,0.264115862,0.293516534,0.664402119,conditional expression,cs
0.761258877,0.159534557,0.541710433,0.493519812,0.235112035,confidence score,cs
0.611842339,0.348796472,0.438838414,0.446357747,0.235837411,conformational analysis,cs
0.517727821,0.599702734,0.542431004,0.401859472,0.568223473,connected wireless device,cs
0.331272918,0.311375382,0.474802829,0.542073743,0.461497646,constraint logic programming,cs
0.263263557,0.330406796,0.500295799,0.540483256,0.480604172,constraint programming,cs
0.49676663,0.479489694,0.486202722,0.878982358,0.698247036,continuous function,cs
0.509010603,0.494158119,0.465001261,0.909585942,0.697660516,continuous unimodal function,cs
0.479279229,0.474142586,0.318183992,0.570675197,0.346336796,control theory,cs
0.333114426,0.551439909,0.488794446,0.497315555,0.464178909,conventional dynamic memory allocation libraries,cs
0.476787256,0.424566046,0.396191098,0.700127774,0.443492908,convolutional neural networks,cs
0.629346899,0.575382163,0.233490475,0.310087867,0.362713941,copyright investigation,cs
0.718709035,0.225339709,0.485066746,0.698305163,0.327926104,correlation matrix,cs
0.447108138,0.650531394,0.634210773,0.333402269,0.355927405,cost allocation,cs
0.673631473,0.569210346,0.350850338,0.587600632,0.531722156,cpu cache,cs
0.721344705,0.226056971,0.503617379,0.735318976,0.321174864,cross-correlation matrix,cs
0.40417265,0.424259304,0.59928634,0.687401916,0.150469999,current databases,cs
0.443241918,0.568538146,0.670627335,0.642786626,0.645595623,data compression,cs
0.556856252,0.370027691,0.702507763,0.672438783,0.190186177,data elements,cs
0.547436677,0.635650086,0.777136474,0.449269914,0.468735503,data encryption standard,cs
0.852258194,0.673122113,0.411437018,0.560318427,0.520081168,data mining,cs
0.702098507,0.219753318,0.579376145,0.460278294,0.390422935,data model,cs
0.703583338,0.260564897,0.604143169,0.443233101,0.395763361,data modeling,cs
0.546625092,0.41865397,0.763194428,0.709391015,0.186793033,data objects,cs
0.600821002,0.382870407,0.651016779,0.613653402,0.180311964,data set,cs
0.553169132,0.39056385,0.676982932,0.597076129,0.183155629,data sets,cs
0.526244626,0.319110418,0.668246549,0.526530245,0.220138672,data sparsity,cs
0.380155054,0.575499569,0.630176589,0.711564973,0.608970835,data storage,cs
0.587388969,0.385235867,0.709593793,0.629773647,0.244437611,data stream clustering,cs
0.490908665,0.545716091,0.655960982,0.588556713,0.639525735,data streaming algorithms,cs
0.507053823,0.400252414,0.680458351,0.675519351,0.202651302,data structures,cs
0.776662371,0.274442524,0.698291365,0.381844115,0.44497921,data visualization,cs
0.407077094,0.55951809,0.644948727,0.768929526,0.603443358,data warehouse,cs
0.116929205,0.450069731,0.266141011,0.481446808,0.510127025,database columns,cs
0.175316871,0.488620035,0.501393816,0.66519101,0.62692454,database dumps,cs
0.36326319,0.409423696,0.655737266,0.637554881,0.25757463,database model,cs
0.324711502,0.424467583,0.608613735,0.585889292,0.226676962,database normalization,cs
0.457926161,0.469649684,0.625824972,0.737010171,0.228194121,database relation,cs
0.400636061,0.580889226,0.71835687,0.673356134,0.51901216,database systems,cs
0.37416881,0.366678072,0.669094617,0.721463755,0.206609797,database table,cs
0.354829857,0.459544575,0.666203789,0.56087499,0.23211815,database tuning,cs
0.438797289,0.754576928,0.52301284,0.301561336,0.830110243,de morgan's law,cs
0.569798756,0.50392083,0.48309206,0.410579893,0.564091508,decimal computers,cs
0.600896875,0.057796759,0.490522043,0.463368286,0.175920834,decision boundaries,cs
0.59348624,0.036469923,0.492978534,0.455371672,0.169149847,decision boundary,cs
0.593366553,0.275956304,0.297492986,0.486588026,0.161693819,decision making problems,cs
0.278856706,0.524179438,0.517785872,0.748670036,0.386254324,decision network,cs
0.554202278,0.142257715,0.278378497,0.708551437,0.542651187,decision tree technique,cs
0.551209796,0.129679241,0.29425195,0.69411295,0.520036146,decision trees,cs
0.548235429,0.469633083,0.576599393,0.592591276,0.143030832,decompressed data,cs
0.591091705,0.368783863,0.19099615,0.259089976,0.452358395,deep learning,cs
0.576055003,0.442260597,0.461004621,0.721347007,0.464837989,deep neural networks,cs
0.621597624,0.410608249,0.233439296,0.372083452,0.466519417,deep reinforcement learning,cs
0.742167727,0.612498121,0.571222882,0.482760429,0.348966507,delay-tolerant networking,cs
0.475456991,0.302870912,0.084302468,0.626523934,0.501093902,description logics,cs
0.922397407,0.3047239,0.461347775,0.383105384,0.418600522,descriptive statistics,cs
0.487723689,0.537057337,0.447470383,0.51941309,0.609352775,desktop computers,cs
0.766300764,0.368105775,0.503719061,0.669552736,0.322235964,deterministic algorithm,cs
0.615841547,0.607944283,0.878013993,0.451617452,0.418642318,deterministic encryption,cs
0.600201961,0.585644523,0.897578504,0.479213743,0.447043168,deterministic encryption scheme,cs
0.644415421,0.587922428,0.86234755,0.487107541,0.443845995,deterministic encryption schemes,cs
0.788478456,0.398402711,0.526674382,0.709507412,0.307931747,deterministic global optimization,cs
0.402074317,0.47739771,0.47937497,0.708403373,0.392961009,differentiable function,cs
0.562654455,0.255405341,0.293166958,0.681289446,0.398715884,differential calculus,cs
0.618959313,0.240975206,0.289316535,0.65154978,0.380591346,differential equations,cs
0.35758593,0.508481663,0.72534613,0.508321166,0.599590769,digital data,cs
0.84740919,0.645135883,0.503421745,0.633681228,0.43995426,digital filter,cs
0.857348591,0.619796387,0.49651881,0.643890849,0.439328848,digital filters,cs
0.352977088,0.549092907,0.647881684,0.521231069,0.578707587,digital information,cs
0.621958281,0.498539942,0.467652684,0.630236783,0.706677393,digital signal,cs
0.210157959,0.6229953,0.434627972,0.640618512,0.43405619,digital signatures,cs
0.456116354,0.47151403,0.688028268,0.707202669,0.718305968,dimensional space,cs
0.526603351,0.369198949,0.431656531,0.859204316,0.435850943,directed acyclic graph,cs
0.538116394,0.438554164,0.374650049,0.825597219,0.483249746,discrete time recurrent neural networks,cs
0.69113861,0.310762621,0.461667514,0.553739601,0.267293126,discriminant function analysis,cs
0.881920653,0.284973279,0.416071515,0.607697162,0.492021558,distance metric,cs
0.809866847,0.312803151,0.434322769,0.587491858,0.475975523,distance metric learning,cs
0.632073985,0.455247071,0.625139191,0.531276043,0.447886552,distributed algorithms,cs
0.544280152,0.475113433,0.724562761,0.557021279,0.52681546,distributed application,cs
0.58881463,0.458391349,0.691514858,0.559291784,0.527870692,distributed application architecture,cs
0.685533298,0.452410482,0.565415793,0.359669897,0.464744399,distributed artificial intelligence,cs
0.713507351,0.47894553,0.578245074,0.36795127,0.48272711,distributed artificial intelligence systems,cs
0.648629841,0.479728799,0.644560427,0.50981661,0.498297771,distributed computing,cs
0.6373636,0.485027105,0.625882006,0.500599572,0.530793331,distributed computing environment,cs
0.416153062,0.567385783,0.661015024,0.694602723,0.570408051,distributed data stores,cs
0.43774119,0.546956549,0.602488501,0.637817003,0.568535545,distributed information processing,cs
0.717993442,0.508370084,0.68931383,0.703333677,0.64462616,distributed object communication,cs
0.131769219,0.737639583,0.56810578,0.49725582,0.43708747,distributed search,cs
0.692523396,0.212876275,0.550855811,0.621907595,0.328798432,distribution-based clustering,cs
0.264803517,0.924822213,0.492562331,0.478856043,0.532263669,double-ended priority queue,cs
0.350125336,0.840510282,0.455876555,0.503642805,0.470532066,doubly linked list,cs
0.62028928,0.515022168,0.630961872,0.521286435,0.767310904,dynamic array,cs
0.457174576,0.482877584,0.49220692,0.487047516,0.78045857,dynamic compilation,cs
0.716113915,0.512102131,0.640929734,0.485333604,0.722421468,dynamic prefetched arrays,cs
0.707696282,0.523656282,0.827762405,0.447276439,0.647773893,dynamic table,cs
0.692138841,0.534088867,0.683388158,0.496053752,0.694771886,dynamically allocated array,cs
0.493986523,0.531134182,0.427317078,0.701139723,0.646848924,ecb mode,cs
0.541593116,0.717636829,0.660021582,0.647014229,0.310607327,edge contraction,cs
0.488140642,0.354263117,0.867350275,0.444160494,0.552288042,eigenmode expansion,cs
0.723206992,0.330770709,0.484126728,0.68380308,0.345910994,eigenvalue algorithm,cs
0.201118267,0.594371945,0.465132142,0.665525271,0.43848833,electronic signature,cs
0.21535968,0.608748686,0.419270774,0.68467571,0.442096839,electronic signatures,cs
0.474263509,0.533042204,0.774608574,0.590891081,0.630879593,embedded data,cs
0.479866061,0.898626773,0.77718666,0.371635037,0.58769261,empty set,cs
0.521745646,0.657883488,0.807234783,0.489555201,0.492977559,encrypted data,cs
0.585983684,0.551775825,0.838699154,0.36554237,0.468078675,encryption algorithm,cs
0.56096401,0.585151521,0.800696921,0.33319371,0.466850539,encryption keys,cs
0.711989197,0.472455779,0.903648819,0.556235251,0.507145895,enhanced double hashing,cs
0.728485484,0.38269688,0.335997586,0.463061946,0.46901461,ensemble learning method,cs
0.608605124,0.605775702,0.360678334,0.272579567,0.364080744,error detection,cs
0.560958389,0.679735865,0.443832981,0.242436682,0.330884817,error message,cs
0.378385714,0.559856299,0.569879476,0.73984254,0.728869853,euclidean distance,cs
0.431811043,0.537847275,0.612872,0.714286623,0.724778247,euclidean space,cs
0.568904577,0.333824225,0.443308522,0.595869694,0.42713372,evolutionary computation,cs
0.657488379,0.370648376,0.497177076,0.721292944,0.332940178,explicit regression gradient boosting algorithms,cs
0.583730996,0.529191234,0.594558796,0.421284098,0.777771612,exponential convergence,cs
0.618612071,0.766033435,0.645944587,0.539324155,0.477994131,external node,cs
0.85641123,0.443424134,0.305094121,0.466570129,0.622605709,fast fourier transform,cs
0.362794867,0.444804406,0.379254476,0.195899724,0.477116206,feature detection,cs
0.622264111,0.348575117,0.179731119,0.348743842,0.434181935,feature learning,cs
0.383193582,0.840375371,0.461916271,0.696199322,0.582910534,feature maps,cs
0.378295894,0.335870432,0.544948746,0.560819652,0.552415774,feature oriented programming,cs
0.304443505,0.62325901,0.571139893,0.326760666,0.506326754,feedback connections,cs
0.495401773,0.482269107,0.382095936,0.677818819,0.439379637,feedforward neural network,cs
0.524075234,0.686838954,0.297224305,0.215570796,0.395315374,file overwrites,cs
0.762789558,0.35508078,0.563767398,0.71428296,0.574174153,finite element methods,cs
0.914474056,0.365970364,0.724459795,0.629389599,0.451148857,finite graph,cs
0.296755807,0.527102462,0.398297226,0.29813587,0.331323222,first-order reduction,cs
0.42322414,0.767732234,0.53867096,0.256545937,0.838055088,fitts's law,cs
0.423894396,0.408722952,0.657156126,0.544782613,0.704215828,flux architecture,cs
0.396764289,0.246913447,0.290151569,0.46030668,0.521726901,formal knowledge representation languages,cs
0.395279697,0.292147713,0.291245331,0.481152811,0.494613082,formal language theory,cs
0.378069798,0.553800369,0.726568925,0.45344847,0.709563447,fully connected layers,cs
0.565082323,0.463624854,0.383027167,0.74820506,0.451330671,fully recurrent neural networks,cs
0.386145132,0.649108382,0.470912791,0.296740732,0.54848384,function interaction,cs
0.425495026,0.677377324,0.525592562,0.27680264,0.56063174,function join,cs
0.628203396,0.33110951,0.511766803,0.451864104,0.220963164,functional analysis,cs
0.47664261,0.378103098,0.666843751,0.504176515,0.67424506,functional architecture,cs
