PCA Untuned 0,PCA Untuned 1,phrase,label
0.439589507,0.653203755,classification problem,cs
0.50199672,0.366868087,classification tasks,cs
0.461654216,0.361070676,clique trees,cs
0.564824867,0.406368619,clock cycle,cs
0.724441723,0.398762499,clustering algorithms,cs
0.824489643,0.376062277,code libraries,cs
0.701284139,0.411398745,code stylometry,cs
0.703336031,0.326720186,coding theory,cs
0.683949222,0.229994755,cognitive architecture,cs
0.694791942,0.221912201,cognitive architectures,cs
0.510887426,0.263749055,cognitive dimensions,cs
0.667313435,0.23218042,cognitive modeling,cs
0.760292183,0.288019461,cognitive robotics,cs
0.711827499,0.268389243,cognitive science,cs
0.622412195,0.257021729,cognitive theories,cs
0.714098442,0.398550096,combinatorial game theory,cs
0.469863901,0.235031934,communications network,cs
0.37527974,0.378375888,comparison sort,cs
0.747850026,0.402776566,comparison sorting algorithms,cs
0.351867124,0.319140218,comparison sorts,cs
0.442143359,0.854481017,compilation error,cs
0.44926102,0.825765345,compilation errors,cs
0.456679654,0.22716236,compiler correctness,cs
0.922896278,0.362175391,compiler design,cs
0.845670632,0.330919599,compiler optimization,cs
0.884353653,0.341547551,compiler optimization technique,cs
0.806481156,0.356105241,compiler theory,cs
0.356772259,0.462079137,complex functions,cs
0.53366581,0.417368633,complex vector spaces,cs
0.636340156,0.501506519,complexity theory,cs
0.505035277,0.46545125,composition filters,cs
0.64187594,0.529997054,compound logic gates,cs
0.401395965,0.570372379,compressed data,cs
0.525197833,0.275721746,computation time,cs
0.862432186,0.430991782,computational complexity theory,cs
0.908186657,0.344776231,computational engineering,cs
0.734628101,0.323171406,computational ethics,cs
0.771198718,0.343390845,computational fluid dynamics,cs
0.731340273,0.242526307,computational framework,cs
0.74533731,0.280207242,computational intelligence,cs
0.896566903,0.317748906,computational learning theory,cs
0.857860066,0.391388721,computational linguistics,cs
0.888599489,0.346751968,computational materials science,cs
0.895718069,0.449898447,computational mathematics,cs
0.744230952,0.288322617,computational models,cs
0.621013229,0.36012531,computational morality,cs
0.859171313,0.275913109,computational neural network models,cs
0.818005808,0.42453268,computational physics,cs
0.716521783,0.419754041,computational problems,cs
0.705899818,0.300301996,computational resource,cs
0.700253689,0.278533067,computational resources,cs
0.779247109,0.476139149,computational statistics,cs
0.715931598,0.306234794,computational system,cs
0.425145942,0.711383948,computationally intractable,cs
0.7850716,0.443967138,compute arithmetic operations,cs
0.943120872,0.337536709,computer architecture,cs
0.903166487,0.385830882,computer code,cs
0.820944002,0.359991795,computer ethics,cs
0.797353127,0.476296915,computer games,cs
0.838889325,0.341502548,computer graphics,cs
0.793516328,0.362020694,computer hardware unit,cs
0.87277244,0.263238458,computer interaction,cs
0.861896502,0.35804732,computer language,cs
0.919576978,0.36167374,computer learning,cs
0.874833165,0.432390386,computer memory,cs
0.829210989,0.341927872,computer network,cs
0.913463082,0.291761804,computer network architecture,cs
0.90722676,0.371214515,computer processors,cs
0.871893851,0.381179121,computer program,cs
0.91454657,0.290339019,computer program source code,cs
0.955504591,0.358932457,computer programming,cs
0.865470205,0.3727617,computer programs,cs
0.916091567,0.358584602,computer science,cs
0.912835889,0.320174877,computer science fields,cs
0.792406777,0.34831675,computer security,cs
0.803176696,0.30510918,computer skills,cs
0.820490402,0.308301761,computer systems,cs
0.826229447,0.325888594,computer vision,cs
0.823899846,0.300550367,computing machinery,cs
0.702801988,0.259207028,computing resources,cs
0.742327962,0.431933673,concurrent pattern calculus,cs
0.328289554,0.541331461,conditional expression,cs
0.153851852,0.294873447,confidence score,cs
0.488051608,0.252756687,conformational analysis,cs
0.434024737,0.283858358,connected wireless device,cs
0.826125648,0.355244162,constraint logic programming,cs
0.725406179,0.416398296,constraint programming,cs
0.216945019,0.381678535,continuous function,cs
0.239420501,0.656452639,continuous unimodal function,cs
0.572232616,0.365124648,control theory,cs
0.697385137,0.524079965,conventional dynamic memory allocation libraries,cs
0.727362312,0.361439185,convolutional neural networks,cs
0.627990254,0.483598073,copyright investigation,cs
0.488987802,0.336745855,correlation matrix,cs
0.450925643,0.367997957,cost allocation,cs
0.892009252,0.46178653,cpu cache,cs
0.601058675,0.290167259,cross-correlation matrix,cs
0.601971125,0.260922162,current databases,cs
0.659013007,0.351050704,data compression,cs
0.590646811,0.254252619,data elements,cs
0.669416762,0.390441853,data encryption standard,cs
0.859854873,0.362561426,data mining,cs
0.638627436,0.256747401,data model,cs
0.734913436,0.250729234,data modeling,cs
0.639257873,0.268140755,data objects,cs
0.531398822,0.253760432,data set,cs
0.557051713,0.283297116,data sets,cs
0.623439025,0.449299487,data sparsity,cs
0.683353293,0.314935312,data storage,cs
0.755294754,0.304399347,data stream clustering,cs
0.752120254,0.235567369,data streaming algorithms,cs
0.695307149,0.25071989,data structures,cs
0.717828917,0.212517836,data visualization,cs
0.789683803,0.329248491,data warehouse,cs
0.798664006,0.372217014,database columns,cs
0.770127697,0.753349319,database dumps,cs
0.861071097,0.306429459,database model,cs
0.687706037,0.299447814,database normalization,cs
0.765946645,0.298694164,database relation,cs
0.883691865,0.293922254,database systems,cs
0.8005724,0.341418027,database table,cs
0.798968579,0.30761864,database tuning,cs
0.506359969,0.42372285,de morgan's law,cs
0.643012679,0.70363273,decimal computers,cs
0.423489119,0.350952126,decision boundaries,cs
0.421129696,0.345545159,decision boundary,cs
0.439007311,0.544733189,decision making problems,cs
0.523209417,0.319203192,decision network,cs
0.602718973,0.395373192,decision tree technique,cs
0.505390186,0.392964035,decision trees,cs
0.518031119,0.748044555,decompressed data,cs
0.348215363,0.191219905,deep learning,cs
0.691007892,0.269462045,deep neural networks,cs
0.48509309,0.205110307,deep reinforcement learning,cs
0.476608702,0.490416372,delay-tolerant networking,cs
0.653524552,0.332056779,description logics,cs
0.486150456,0.503685549,descriptive statistics,cs
0.765868356,0.434382987,desktop computers,cs
0.524400019,0.46486701,deterministic algorithm,cs
0.549889923,0.494750739,deterministic encryption,cs
0.595258165,0.499232018,deterministic encryption scheme,cs
0.627902819,0.488021521,deterministic encryption schemes,cs
0.610883989,0.333673844,deterministic global optimization,cs
0.390290309,0.660685916,differentiable function,cs
0.729983632,0.559803982,differential calculus,cs
0.617440644,0.484386138,differential equations,cs
0.546887204,0.434404708,digital data,cs
0.505748004,0.539820806,digital filter,cs
0.550349216,0.510012528,digital filters,cs
0.53131894,0.374799236,digital information,cs
0.451986011,0.464619597,digital signal,cs
0.57054467,0.439553538,digital signatures,cs
0.498304091,0.406890746,dimensional space,cs
0.627877506,0.3473417,directed acyclic graph,cs
0.552637485,0.530496776,discrete time recurrent neural networks,cs
0.52638578,0.57930447,discriminant function analysis,cs
0.431239583,0.409561832,distance metric,cs
0.601508335,0.387584492,distance metric learning,cs
0.565196838,0.512447068,distributed algorithms,cs
0.516500786,0.447908102,distributed application,cs
0.679579068,0.395662947,distributed application architecture,cs
0.760972518,0.466824825,distributed artificial intelligence,cs
0.842252463,0.421289311,distributed artificial intelligence systems,cs
0.72625815,0.407469214,distributed computing,cs
0.774171628,0.349985691,distributed computing environment,cs
0.577057479,0.366239337,distributed data stores,cs
0.609834331,0.352506942,distributed information processing,cs
0.625050146,0.390680778,distributed object communication,cs
0.488108921,0.466896646,distributed search,cs
0.593917599,0.379544365,distribution-based clustering,cs
0.412987173,0.756633362,double-ended priority queue,cs
0.356063539,0.36695075,doubly linked list,cs
0.490158144,0.288400172,dynamic array,cs
0.341047652,0.290762608,dynamic compilation,cs
0.525683401,0.320055929,dynamic prefetched arrays,cs
0.377419279,0.207041132,dynamic table,cs
0.609667249,0.227860054,dynamically allocated array,cs
0.453293995,0.352253942,ecb mode,cs
0.314496153,0.420718631,edge contraction,cs
0.546091761,0.347079561,eigenmode expansion,cs
0.665102283,0.376630431,eigenvalue algorithm,cs
0.535506222,0.373666399,electronic signature,cs
0.62965849,0.374750512,electronic signatures,cs
0.537305054,0.263334786,embedded data,cs
0.232294938,0.942314968,empty set,cs
0.6488858,0.47347907,encrypted data,cs
0.607440912,0.471314675,encryption algorithm,cs
0.624852888,0.493151926,encryption keys,cs
0.453853759,0.398036039,enhanced double hashing,cs
0.517027895,0.306979062,ensemble learning method,cs
0.462388095,0.695567866,error detection,cs
0.436384782,0.793169104,error message,cs
0.41244428,0.513361717,euclidean distance,cs
0.496088349,0.469668642,euclidean space,cs
0.575348324,0.238456593,evolutionary computation,cs
0.519336595,0.220070094,explicit regression gradient boosting algorithms,cs
0.377341278,0.252845882,exponential convergence,cs
0.427047689,0.557621621,external node,cs
0.511467245,0.458745432,fast fourier transform,cs
0.484730331,0.271661241,feature detection,cs
0.531651873,0.239926749,feature learning,cs
0.458700717,0.310430688,feature maps,cs
0.452463019,0.192853896,feature oriented programming,cs
0.564412101,0.295636918,feedback connections,cs
0.692806899,0.268411293,feedforward neural network,cs
0.669820761,0.583638239,file overwrites,cs
0.493440881,0.55887423,finite element methods,cs
0.401603139,0.782034845,finite graph,cs
0.368763144,0.623908826,first-order reduction,cs
0.390381683,0.382924557,fitts's law,cs
0.568938427,0.542254784,flux architecture,cs
0.574649791,0.19817167,formal knowledge representation languages,cs
0.610356711,0.299879255,formal language theory,cs
0.142888026,0.162195001,fully connected layers,cs
0.413672761,0.219395368,fully recurrent neural networks,cs
0.494538227,0.217922481,function interaction,cs
0.540881422,0.227897156,function join,cs
0.567732749,0.252956869,functional analysis,cs
0.448568452,0.208118151,functional architecture,cs
0.501850415,0.733375338,fuzzy class,cs
0.340906503,0.774021137,fuzzy classification,cs
0.501695723,0.624064393,fuzzy classification predicate,cs
0.545980412,0.769796068,fuzzy description logics,cs
0.489977537,0.675797759,fuzzy markup language,cs
0.458914419,0.756429722,fuzzy propositional function,cs
0.292029512,0.601628079,fuzzy set,cs
0.326516548,0.656181358,fuzzy sets,cs
0.61988051,0.342582053,gaming systems,cs
0.562722313,0.684095399,garbage collection,cs
0.398515251,0.386422226,gated recurrent units,cs
0.44333669,0.742874414,gaussian elimination,cs
0.745153717,0.292414255,gene analysis,cs
0.301437803,0.235576904,general-purpose language,cs
0.508403477,0.484670919,generalised loop splitting,cs
0.436687285,0.475604717,generalized additive models,cs
0.537676094,0.535879777,generative adversarial networks,cs
0.505761406,0.351658003,generative model,cs
0.508255707,0.321845564,generative models,cs
0.397415215,0.801077645,generic programming,cs
0.603035978,0.265580606,genetic representation,cs
0.601016518,0.287619126,genetic representations,cs
0.409698431,0.460398243,gibbs sampling,cs
0.361963869,0.504138198,global minimum,cs
0.456827111,0.171806338,global solutions,cs
0.459082102,0.26822767,global view,cs
0.509095365,0.388887315,golay code,cs
0.507717003,0.426805934,gompertz curve,cs
0.388632497,0.307626421,gradient boosted trees,cs
0.442277963,0.23548602,gradient boosting,cs
0.587042762,0.261397995,gradient boosting algorithms,cs
0.402030517,0.46400688,gradient descent,cs
0.759193618,0.385749011,graph algorithms,cs
0.80802843,0.34078087,graph embedding,cs
0.782543306,0.379770345,graph isomorphism,cs
0.6919719,0.600741917,graph minor theory,cs
0.806973075,0.411537119,graph theory,cs
0.574116358,0.254573715,graphic design,cs
0.436730853,0.232385534,graphic representation,cs
0.611755919,0.242907031,graphical program elements,cs
0.644361864,0.305699796,graphics system,cs
0.345556931,0.387037297,hadamard product,cs
0.567317966,0.396618377,handwriting recognition,cs
0.743322332,0.2837566,hardware description language,cs
0.641695158,0.266403332,hardware links,cs
0.596406882,0.263111894,hardware technologies,cs
0.694723007,0.506980904,hash functions,cs
0.569795022,0.632832535,hash tables,cs
0.522886832,0.729865141,hashing problem,cs
0.473633701,0.362079573,hebbian learning,cs
0.587100059,0.38282116,helmholtz machine,cs
0.581600943,0.385729116,helmholtz machines,cs
0.467344001,0.501907956,heterogeneous networks,cs
0.376805625,0.800280149,hidden layer,cs
0.359026231,0.787282892,hidden layers,cs
0.605080855,0.452114964,hilbert spaces,cs
0.501219138,0.348891629,hopfield learning rule,cs
0.530875891,0.440331656,huffman coding,cs
0.681775049,0.169024469,human-centered computing,cs
0.787005424,0.219564714,humancomputer interaction,cs
0.314683605,0.367073391,hurwitz stable,cs
0.562882577,0.351410653,identity matrix,cs
0.569029167,0.285478646,image file formats,cs
0.600576094,0.259009999,image processing,cs
0.577871364,0.210492539,image search tool,cs
0.572467096,0.203554152,immersive virtual environment,cs
0.430133634,0.442164977,implicit euler method,cs
0.533094989,0.395409461,in-place matrix transposition,cs
0.197357911,0.680492458,independent variable,cs
0.779550951,0.299227702,industrial design,cs
0.668818995,0.172874319,informatics techniques,cs
0.624080015,0.274779414,information dimension,cs
0.678586886,0.266166062,information graphics,cs
0.582076123,0.241647219,information retrieval,cs
0.74469372,0.270536664,information science,cs
0.558522598,0.260352412,information security,cs
0.565724619,0.250626738,information system,cs
0.672573111,0.192597908,information technology,cs
0.724709662,0.27439877,information theory,cs
0.51959559,0.205079193,input data,cs
0.456797896,0.749145757,input error,cs
0.612631182,0.288329088,input operands,cs
0.507576483,0.237507164,input sentence,cs
0.574091766,0.235194833,input sequences,cs
0.448280624,0.254581429,input signal,cs
0.609162934,0.22762957,instance-based learning,cs
0.729463012,0.455301574,integer factorization algorithms,cs
0.890754887,0.257766053,integrated computational materials engineering,cs
0.161462039,0.196609534,intelligent agent,cs
0.492738003,0.200594586,intelligent agent paradigm,cs
0.192396966,0.187213448,intelligent agents,cs
0.339778412,0.191223674,intelligent machines,cs
0.791188338,0.321107905,internet protocol suite,cs
0.777092172,0.365308384,internet route objects,cs
0.823210476,0.387047158,internet routing registry,cs
0.758056495,0.277880833,internet service providers,cs
0.543605157,0.45317498,interpolative decomposition,cs
0.506232295,0.703085281,inverse matrix,cs
0.714058252,0.389142484,ip routing,cs
0.672208389,0.346958672,ipn design,cs
0.407564796,0.334356606,iterative method,cs
0.875624441,0.378298747,javascript computer programming,cs
0.837602347,0.561539415,javascript pseudorandom number generators,cs
0.678353542,0.45901854,javascript v8 engine,cs
0.366353339,0.320965692,join trees,cs
0.29619036,0.345577373,k nearest neighbors,cs
0.577036932,0.40269166,kargerstein algorithm,cs
0.566074932,0.476383875,kernel density estimation,cs
0.560669238,0.475704252,kernel function,cs
0.677848861,0.542603908,kernel machines,cs
0.721575269,0.392435722,kernelized learning algorithms,cs
0.33463108,0.269539739,known classes,cs
0.486233366,0.446088374,krylov subspace,cs
0.599720237,0.290902918,language model,cs
0.682061533,0.240777104,language modeling,cs
0.626187785,0.209894236,language specification,cs
0.622849761,0.463720388,las vegas algorithms,cs
0.468810787,0.380195842,latent semantic analysis,cs
0.658356702,0.313122431,layered network architecture,cs
0.464576509,0.385794466,leaf node,cs
0.432218333,0.343294777,leaf nodes,cs
0.805908524,0.357208588,learning automaton,cs
0.632761509,0.312313204,learning theory,cs
0.728053534,0.277643488,learning vector quantization,cs
0.578042887,0.705274233,least-squares support-vector machine,cs
0.694012234,0.38506313,lexicographic code,cs
0.25305082,0.515861577,lightweight software,cs
0.702069915,0.489460359,linear algebra,cs
0.193334105,0.5980658,linear combination,cs
0.357191243,0.498358237,linear dependency,cs
0.503579056,0.61134145,linear discriminant analysis,cs
0.503440534,0.54169992,linear equations,cs
0.391967503,0.538227311,linear function,cs
0.455124324,0.505877172,linear programming,cs
0.666034231,0.47797174,linear quadratic gaussian control,cs
0.578849579,0.431382683,linear regularization methods,cs
0.296571344,0.480802857,linear system,cs
0.370874065,0.410742096,linearithmic time,cs
0.355518541,0.489993852,local minima,cs
0.24659758,0.598079284,local minimum,cs
0.456920782,0.593806117,local regression,cs
0.62645367,0.428600573,logarithm function,cs
0.498186822,0.435997517,logic gate,cs
0.700127991,0.378334249,logic program,cs
0.732758674,0.339694201,logic programming,cs
0.787265606,0.349477538,logic programming language,cs
0.825210456,0.353762131,logic programming languages,cs
0.158198259,0.289323569,logical calculi,cs
0.570108754,0.202960966,logical data model,cs
0.604315707,0.370894748,logistic function,cs
0.64414641,0.374552367,logistic model,cs
0.649953468,0.502753923,logistic regression,cs
0.662641897,0.51754944,logspace reductions,cs
0.556872086,0.295470641,lookup table,cs
0.550096841,0.325887326,lookup tables,cs
0.33506449,0.447224598,loop body,cs
0.345699552,0.578202603,loop peeling,cs
0.440073073,0.562160609,loop splitting,cs
0.175375991,0.813574128,lossless compression,cs
0.28890918,0.814580816,lossless compression algorithm,cs
0.282891782,0.76381827,lossy methods,cs
0.753992587,0.422597564,machine consciousness,cs
0.742947914,0.378259556,machine ethics,cs
0.918094486,0.337429579,machine learning,cs
0.948552392,0.339138192,machine learning algorithms,cs
0.912859302,0.314679889,machine learning tasks,cs
0.812722933,0.331995362,machine translation,cs
0.257658952,0.262665433,main functions,cs
0.581549296,0.359040682,managed code,cs
0.446101335,0.346836381,manifold alignment,cs
0.431802823,0.489261769,margin classifier,cs
0.686948117,0.500452119,markov algorithms,cs
0.493234525,0.518141375,markov assumption,cs
0.545113064,0.4716566,markov chain,cs
0.563066287,0.692889243,markov random field,cs
0.781493067,0.36916145,mathematical constructors,cs
0.736381512,0.450030788,mathematical duality,cs
0.664031133,0.417771299,mathematical formula,cs
0.650185328,0.409888327,mathematical function,cs
0.72181693,0.484787756,mathematical logic,cs
0.709291228,0.371143054,mathematical model,cs
0.815869653,0.500416598,mathematical study,cs
0.748687985,0.378073581,matlab code,cs
0.716166555,0.414069829,matrix decomposition,cs
0.761910539,0.422347287,matrix decompositions,cs
0.611618032,0.353193678,matrix operations,cs
0.516668633,0.469796353,max-flow min-cut theorem,cs
0.408315953,0.289328096,maximal subtree isomorphism,cs
0.352351658,0.346485557,maximin model,cs
0.380917581,0.33425513,maximin models,cs
0.382749511,0.484459298,maximum entropy probability distribution,cs
0.149096939,0.277739654,maximum likelihood,cs
0.364842438,0.346245046,maximum-margin hyperplane,cs
0.564230408,0.344761949,medical imaging,cs
0.240424384,0.799240625,meldable heap,cs
0.486447458,0.206755999,membership function,cs
0.760242462,0.428245365,memory allocation,cs
0.673513619,0.599107881,memory debugger,cs
0.707409806,0.590378987,memory debuggers,cs
0.524904781,0.782365442,memory leaks,cs
0.818187596,0.437595117,memory management unit,cs
0.579475919,0.391299308,memory protection,cs
0.631366656,0.43519424,memory search,cs
0.60974428,0.338238164,memory sharing,cs
0.547061522,0.438525783,memory space,cs
0.652294017,0.262390273,meta learning,cs
0.517615532,0.358677074,method call,cs
0.836792839,0.399436048,microsoft sql server,cs
0.822087373,0.314864118,microsoft windows application programming interface,cs
0.308937995,0.666714072,minimum k-cut,cs
0.516788874,0.312364981,mobile ad hoc networks,cs
0.551425085,0.275392472,model predictive control,cs
0.508554748,0.352334337,modern decision theory,cs
0.504514818,0.447970789,monic polynomials,cs
0.755916518,0.395102524,monte carlo algorithm,cs
0.798071184,0.38501376,monte carlo algorithms,cs
0.409106415,0.678857687,moravec's paradox,cs
0.530801985,0.392299856,multifrontal solver,cs
0.512525029,0.409752322,multilevel sampling system,cs
0.522952746,0.204558619,multimedia communication,cs
0.551203583,0.199574781,multimedia data,cs
0.531461493,0.343510748,multimodal architecture,cs
0.453123499,0.433548113,multimodal system,cs
0.476301322,0.394957094,multinomial model,cs
0.547313701,0.378219378,multivariate analysis,cs
0.539928289,0.481313041,mutable array,cs
0.537924851,0.440570364,mutable ordered lists,cs
0.539381029,0.271826984,mvc design pattern,cs
0.460958567,0.553596641,n log n comparisons,cs
0.264341314,0.344632729,natural computation,cs
0.262888108,0.301999025,natural language,cs
0.662337141,0.278378224,natural language processing,cs
0.383965215,0.423988004,neighbouring vertices,cs
0.347334564,0.406615013,nested loop,cs
0.732741579,0.239491934,network architecture,cs
0.740900957,0.254953921,network browsing,cs
0.57657815,0.225814599,network elements,cs
0.821438023,0.295511801,network processors,cs
0.739702395,0.382340059,neural abstraction pyramid,cs
0.60395417,0.281157054,neural network,cs
0.835726579,0.242604845,neural network toolbox,cs
0.650348251,0.261921235,neural networks,cs
0.573545195,0.374634355,neuron clusters,cs
0.439266665,0.494070653,nm matrix,cs
0.279031703,0.585995477,non-negative matrix factorization,cs
0.255724848,0.536649056,normal discriminant analysis,cs
0.272706496,0.333296269,normalization layers,cs
0.241313224,0.462868904,normalized entropy,cs
0.764340936,0.458231292,numerical analysis,cs
0.897075377,0.42472104,numerical computing programs,cs
0.76981339,0.512743893,numerical linear algebra,cs
0.619414483,0.458465527,numerical method,cs
0.595572037,0.420658827,numerical operations,cs
0.747160249,0.425284978,numerical optimization,cs
0.271018258,0.741840541,numpy bindings,cs
0.706413105,0.324013088,object code,cs
0.747564081,0.267821752,object code optimizer,cs
0.701845055,0.296945542,object oriented programming,cs
0.131628386,0.219684222,objective function,cs
0.398966013,0.381024781,ogee curve,cs
0.642075693,0.24879741,operating systems,cs
0.516158478,0.336686128,optical character recognition,cs
0.111307306,0.262968436,optimal solution,cs
0.384600208,0.407489249,optimality problem,cs
0.62030461,0.361722209,optimization algorithm,cs
0.533060382,0.305944648,optimization mechanism,cs
0.633816233,0.32863134,optimization methods,cs
0.645050812,0.403773047,optimization problem,cs
0.694523497,0.389474304,optimization problems,cs
0.808231906,0.37208497,optimization theory,cs
0.828913455,0.399128614,oracle developer studio,cs
0.384418166,0.33968788,ordered sets,cs
0.434831379,0.379952634,ordered tree,cs
0.187534875,0.232906617,original data,cs
0.407686096,0.406181811,orthogonal decomposition,cs
0.626089065,0.370759707,osi model,cs
0.321493179,0.613067258,outer node,cs
0.43840325,0.371308588,output label,cs
0.51282307,0.602671739,parallel algorithm,cs
0.732110156,0.59550238,parallel graph algorithms,cs
0.417925909,0.654051729,parallel solution,cs
0.443911693,0.619574576,parallel tree contraction,cs
0.607965514,0.413813581,parent class,cs
0.400164093,0.320571412,parity function,cs
0.772501028,0.478994186,pattern calculus,cs
0.345964155,0.201685496,pattern matching,cs
0.46821654,0.282861517,pattern recognition,cs
0.620408709,0.2348222,pattern recognition task,cs
0.627700671,0.278986299,performance analyzer,cs
0.391751234,0.34187682,physical memory,cs
0.238762488,0.209011116,physical qualities,cs
0.543106045,0.444096383,plane tree,cs
0.437740126,0.411251069,point distribution model,cs
0.445977447,0.573901187,polygonal approximations,cs
0.406090231,0.52893413,polymorphic association,cs
