PCA Tuned 0,PCA Tuned 1,PCA Tuned 2,PCA Tuned 3,PCA Tuned 4,phrase,label
0.328798239,0.228909637,0.408190814,0.221181635,0.683853551,autonomic networking,cs
0.327525691,0.310104804,0.314710469,0.449340845,0.771370121,autonomous operation,cs
0.415683919,0.182507734,0.366153587,0.474970634,0.691692518,autonomous processing nodes,cs
0.698555955,0.751537438,0.108662207,0.613558316,0.338739697,avl trees,cs
0.480319457,0.045188588,0.375110222,0.523913027,0.203593402,axiomatic set theory,cs
0.309419288,0.700871106,0.358915108,0.630813096,0.491512344,back end,cs
0.326741857,0.099761187,0.376285143,0.433390527,0.403664996,backpropagation based artificial neural networks,cs
0.338270122,0.155456219,0.328827111,0.506992308,0.396735774,backward euler method,cs
0.69163388,0.192132227,0.404982344,0.591802041,0.237458734,balanced binary search trees,cs
0.296485336,0.156067041,0.382158618,0.399409684,0.507830052,basic function,cs
0.691303953,0.693399183,0.319297732,0.577565747,0.582684613,bayes net,cs
0.765198805,0.488781523,0.416446481,0.484987867,0.716661266,bayes network,cs
0.639471441,0.176515134,0.355807485,0.557477427,0.375548156,bayesian network,cs
0.63599826,0.146812855,0.351661113,0.573994051,0.337911439,bayesian networks,cs
0.495678093,0.250769037,0.448132991,0.484276765,0.469544464,bcjr algorithm,cs
0.391618041,0.109014219,0.478142911,0.36080902,0.4576602,behavioral software design pattern,cs
0.56246609,0.288618516,0.469317261,0.344527933,0.379057591,belief network,cs
0.591302221,0.221423693,0.486865347,0.484256716,0.044052746,bernstein basis polynomials,cs
0.524483442,0.173300706,0.359204763,0.609349693,0.211729704,bernstein polynomial,cs
0.605839654,0.330527017,0.398472002,0.408108183,0.085384572,bernstein polynomials,cs
0.749406826,0.209868848,0.365311186,0.518856178,0.633007298,big data,cs
0.477049652,0.1218239,0.353368996,0.575866853,0.304152466,binary arithmetic,cs
0.505683395,0.214210681,0.411611282,0.667900294,0.297816042,binary dependent variable,cs
0.590520162,0.315971927,0.368593559,0.615690211,0.502400597,binary file,cs
0.480633572,0.313267357,0.147690262,0.609671578,0.30350059,binary floating point,cs
0.480852437,0.205507484,0.377264667,0.507030999,0.313084021,binary inputs,cs
0.481816832,0.149955631,0.36709103,0.516336594,0.341007633,binary lexicographic code,cs
0.531672663,0.175875923,0.413976643,0.502543103,0.29907124,binary lexicographic codes,cs
0.450207183,0.196685542,0.302657564,0.56244103,0.451843627,binary operation,cs
0.741439887,0.295220364,0.421996954,0.523914702,0.189194398,binary search tree,cs
0.632282958,0.141131137,0.433437151,0.558234705,0.305317452,binary search tree algorithm,cs
0.729021783,0.345802654,0.382112986,0.546677826,0.121793652,binary search trees,cs
0.535679991,0.191237949,0.394067215,0.644298372,0.382342351,binary space partitioning,cs
0.306817275,0.44560941,0.397593805,0.664324046,0.132320321,binary splitting,cs
0.611676332,0.390961231,0.223598177,0.538130632,0.08602282,binary tree,cs
0.657679486,0.437145419,0.189533834,0.565002138,0.109017177,binary trees,cs
0.37734548,0.18371255,0.325500196,0.408885388,0.678457959,bio-inspired computing,cs
0.711505425,0.268210323,0.448538344,0.242212136,0.239470205,biodiversity informatics,cs
0.410993596,0.118146461,0.397124972,0.397167528,0.582025065,biologically inspired computing,cs
0.581552233,0.223553509,0.298485888,0.712737667,0.686244633,bit array,cs
0.461762465,0.326660289,0.129896229,0.527123633,0.476110542,bit sequences,cs
0.329687538,0.586373759,0.278301596,0.591724218,0.488578109,bit slicing,cs
0.446006992,0.425263675,0.209060187,0.614554647,0.518317174,bit string,cs
0.37197986,0.167344484,0.255994203,0.537826242,0.520366831,bitwise operation,cs
0.494773024,0.137759485,0.358595673,0.538336904,0.543299835,bitwise operations,cs
0.427496547,0.225865866,0.417787422,0.473136244,0.484311336,block lanczos algorithm,cs
0.286467974,0.342910498,0.387803257,0.264976453,0.319748694,boltzmann learning rule,cs
0.330744358,0.445533876,0.311602732,0.502401768,0.397752901,bonferroni testing,cs
0.47439367,0.140240704,0.304437709,0.455940249,0.32414514,boolean algebra,cs
0.334304538,0.214284776,0.272434852,0.516513922,0.537319619,boolean function,cs
0.328721681,0.241205073,0.270791765,0.483512839,0.539364694,boolean functions,cs
0.437036892,0.106406481,0.320869604,0.411362687,0.266186994,boolean logic,cs
0.401924956,0.42624308,0.228488753,0.401833449,0.631733854,boolean operators,cs
0.315848725,0.207903521,0.433183371,0.370129093,0.500704667,boosting methods,cs
0.518373834,0.209628244,0.220721471,0.454313766,0.317566182,boundary singularity,cs
0.568987514,0.689787683,0.187718258,0.513195273,0.34369469,bsp tree,cs
0.506802462,0.514237152,0.466943961,0.751487764,0.603198472,buffer overflows,cs
0.312730756,0.409993,0.67732715,0.780713019,0.642963255,buffer overflowsruntime error detection tools,cs
0.431657076,0.522548334,0.297046308,0.539872194,0.65144926,c4 model,cs
0.474936006,0.302536364,0.351716725,0.605213624,0.3575249,caesar cipher,cs
0.271619066,0.561376881,0.360373355,0.500032867,0.355751568,caesar shift,cs
0.61351316,0.245196872,0.561740006,0.416881416,0.09301988,categorical label,cs
0.558823342,0.148983722,0.437818373,0.543285205,0.085967317,category theory,cs
0.379550897,0.506443128,0.368016219,0.13817726,0.236238074,character recognition,cs
0.482914383,0.511276175,0.211893581,0.242735673,0.330206045,character sets,cs
0.522269974,0.084829943,0.316723708,0.662433022,0.219783008,characteristic polynomial,cs
0.31262667,0.258608913,0.35988849,0.401443552,0.501738241,chi-square automatic interaction detection,cs
0.497953698,0.40614891,0.35105301,0.462985764,0.523725776,child nodes,cs
0.226565651,0.437756101,0.168480579,0.445933237,0.318081893,child vertices,cs
0.354765386,0.531824654,0.426857177,0.846551107,0.326281899,cholesky decomposition,cs
0.509405748,0.238176157,0.328052537,0.513241946,0.306881557,classic ad hoc,cs
0.389016571,0.108806528,0.455909436,0.472721488,0.254116586,classical backpropagation rule,cs
0.371335791,0.230403444,0.345039988,0.399253945,0.725190408,classical computer,cs
0.414088937,0.222243706,0.718165428,0.445624352,0.371312129,classification accuracy,cs
0.518205715,0.090643779,0.662377594,0.481953043,0.401609456,classification algorithms,cs
0.622609299,0.369545736,0.819964039,0.373013396,0.222463313,classification criteria,cs
0.469629621,0.298756653,0.820312324,0.660582163,0.200490312,classification problem,cs
0.509642417,0.209174386,0.785207119,0.364215536,0.358134637,classification tasks,cs
0.681803208,0.710725342,0.122442253,0.517458061,0.299866566,clique trees,cs
0.417185003,0.474020268,0.260188201,0.617697809,0.485061522,clock cycle,cs
0.465524319,0.100788668,0.397663805,0.506231755,0.390525804,clustering algorithms,cs
0.572559151,0.237129082,0.491121734,0.46908945,0.679595618,code libraries,cs
0.332283045,0.118235457,0.353722489,0.369626967,0.405031245,code stylometry,cs
0.440729742,0.134352861,0.419876738,0.47803332,0.347871603,coding theory,cs
0.409869283,0.151280502,0.282325665,0.287158882,0.332285565,cognitive architecture,cs
0.37985056,0.119997866,0.409291509,0.320186602,0.376581427,cognitive architectures,cs
0.367353081,0.21293803,0.379918653,0.317235513,0.235259267,cognitive dimensions,cs
0.307963286,0.122263607,0.416700386,0.2794223,0.251829751,cognitive modeling,cs
0.268062021,0.170381198,0.370837758,0.332569759,0.481048311,cognitive robotics,cs
0.360526567,0.193219676,0.456821048,0.281389297,0.238939384,cognitive science,cs
0.432900944,0.149151005,0.451787329,0.394810403,0.108877894,cognitive theories,cs
0.418838837,0.136273697,0.309471801,0.434289451,0.231115856,combinatorial game theory,cs
0.637950809,0.450476857,0.472162935,0.35814035,0.892002297,communications network,cs
0.481034509,0.382288189,0.341213912,0.487659323,0.171403362,comparison sort,cs
0.491219211,0.154501265,0.558967992,0.514310443,0.398593703,comparison sorting algorithms,cs
0.423884555,0.469079356,0.368064962,0.406012848,0.201840915,comparison sorts,cs
0.247567728,0.466398498,0.709887182,0.863739216,0.623891829,compilation error,cs
0.341871918,0.487581773,0.74034505,0.866341952,0.613942232,compilation errors,cs
0.362137626,0.207291728,0.69610274,0.475465408,0.367778863,compiler correctness,cs
0.360854681,0.173087588,0.418150004,0.40092722,0.625601208,compiler design,cs
0.3732244,0.155073691,0.474989684,0.503656992,0.646906612,compiler optimization,cs
0.365075671,0.082968026,0.462459095,0.455246163,0.559808834,compiler optimization technique,cs
0.413630272,0.08843706,0.468835298,0.49695705,0.290612496,compiler theory,cs
0.425049547,0.1769178,0.312092341,0.525826507,0.507963149,complex functions,cs
0.622298301,0.2031981,0.187070289,0.601563765,0.488883794,complex vector spaces,cs
0.463692203,0.069610295,0.365958644,0.525441689,0.21902747,complexity theory,cs
0.443523912,0.19385858,0.383076076,0.516715664,0.373351151,composition filters,cs
0.415084112,0.117295543,0.344897958,0.468775943,0.364794435,compound logic gates,cs
0.600551629,0.149751343,0.49133634,0.602971616,0.557208583,compressed data,cs
0.319628169,0.324831712,0.248026555,0.343634466,0.464372309,computation time,cs
0.499141191,0.043185954,0.394658407,0.478681562,0.254182759,computational complexity theory,cs
0.389458363,0.11803286,0.361565261,0.390302404,0.550348848,computational engineering,cs
0.417093908,0.232603236,0.622937276,0.1768239,0.217665375,computational ethics,cs
0.393365959,0.147385486,0.193320136,0.506504883,0.351897995,computational fluid dynamics,cs
0.510632259,0.048229603,0.421139782,0.360849221,0.371983742,computational framework,cs
0.506231428,0.164243683,0.447216404,0.374540001,0.434381045,computational intelligence,cs
0.372049566,0.110887436,0.417880208,0.20124902,0.243142073,computational learning theory,cs
0.479327464,0.140702376,0.393445039,0.253048766,0.226139664,computational linguistics,cs
0.445929765,0.177092937,0.422114853,0.414709467,0.416936009,computational materials science,cs
0.460507917,0.064854539,0.344975584,0.431632884,0.348602801,computational mathematics,cs
0.543821273,0.079192297,0.326618587,0.452742361,0.317928725,computational models,cs
0.401080909,0.225661728,0.43521396,0.269320913,0.142813124,computational morality,cs
0.416516892,0.041580916,0.376133643,0.450860353,0.345030051,computational neural network models,cs
0.442448835,0.117002223,0.283915931,0.507169528,0.347820056,computational physics,cs
0.404474129,0.329278922,0.664698188,0.62900823,0.265934719,computational problems,cs
0.656891957,0.231627358,0.384706415,0.25864826,0.520618151,computational resource,cs
0.717445429,0.267371064,0.445126976,0.176308981,0.528997336,computational resources,cs
0.754238961,0.174532456,0.439666892,0.462717361,0.344179703,computational statistics,cs
0.45541764,0.068520172,0.391200048,0.420515229,0.487572215,computational system,cs
0.339395793,0.452111937,0.516758488,0.680094935,0.308663271,computationally intractable,cs
0.350508519,0.129112143,0.375339001,0.493569024,0.498756927,compute arithmetic operations,cs
0.461068852,0.137239796,0.351975272,0.445835945,0.667301483,computer architecture,cs
0.381342437,0.176845929,0.347933682,0.494538563,0.631664928,computer code,cs
0.390095573,0.159447074,0.574381257,0.286675803,0.380402604,computer ethics,cs
0.395485761,0.357329975,0.251676397,0.459513837,0.698353393,computer games,cs
0.380408772,0.214347262,0.303022568,0.492727832,0.711829031,computer graphics,cs
0.348379162,0.237071639,0.357572132,0.50497767,0.81256444,computer hardware unit,cs
0.33698828,0.252412688,0.317221936,0.381249679,0.625262821,computer interaction,cs
0.37369146,0.160436962,0.338848653,0.33518499,0.586086298,computer language,cs
0.324618473,0.165987048,0.363214572,0.32032881,0.589681936,computer learning,cs
0.363295231,0.24964431,0.397578352,0.492959872,0.678307948,computer memory,cs
0.462334284,0.224457008,0.375076769,0.45704754,0.750354642,computer network,cs
0.466776103,0.130807335,0.390821261,0.456443326,0.683860993,computer network architecture,cs
0.411557261,0.235472066,0.366343391,0.54572868,0.789001045,computer processors,cs
0.35146118,0.170352305,0.390653377,0.451811526,0.638834088,computer program,cs
0.42056373,0.154052624,0.436323035,0.477873464,0.613767489,computer program source code,cs
0.341854936,0.170962495,0.377669941,0.416415197,0.587553557,computer programming,cs
0.436442216,0.173132992,0.40059716,0.456771881,0.679776237,computer programs,cs
0.431397377,0.178109425,0.386946836,0.459677794,0.578275305,computer science,cs
0.527471355,0.195247196,0.437870795,0.39880501,0.539616974,computer science fields,cs
0.385604183,0.319614159,0.544175052,0.472792782,0.809455565,computer security,cs
0.290689901,0.250065928,0.342456149,0.241544337,0.631591836,computer skills,cs
0.458130503,0.181674803,0.399759689,0.445839275,0.746732217,computer systems,cs
0.394196541,0.180295978,0.311120582,0.410986139,0.555828439,computer vision,cs
0.39119528,0.236739132,0.333241659,0.477715155,0.856030486,computing machinery,cs
0.541193228,0.319103364,0.441842938,0.388188024,0.835075578,computing resources,cs
0.472078068,0.061021494,0.348140193,0.53797991,0.236893941,concurrent pattern calculus,cs
0.306017592,0.285935781,0.226162954,0.324056172,0.160419411,conditional expression,cs
0.396437081,0.336294986,0.570244942,0.232463433,0.282822134,confidence score,cs
0.550194616,0.0804094,0.541494611,0.373889443,0.189805641,conformational analysis,cs
0.367070149,0.411378426,0.389113195,0.415957613,0.99554462,connected wireless device,cs
0.341799371,0.072615631,0.40855045,0.382921665,0.376761418,constraint logic programming,cs
0.326623907,0.160823301,0.426722644,0.297998883,0.419833383,constraint programming,cs
0.345723397,0.262758756,0.318470398,0.460518752,0.617845375,continuous function,cs
0.251793268,0.231822067,0.32703521,0.551698842,0.513821754,continuous unimodal function,cs
0.305588619,0.157630251,0.469833606,0.476810719,0.258540819,control theory,cs
0.419844089,0.150990474,0.439813606,0.600279158,0.611290592,conventional dynamic memory allocation libraries,cs
0.357818982,0.117422575,0.336670276,0.420574258,0.374671481,convolutional neural networks,cs
0.563128453,0.568826976,0.694283719,0.412550847,0.466730734,copyright investigation,cs
0.566504383,0.085669362,0.414647241,0.646630371,0.306987759,correlation matrix,cs
0.560532895,0.255457577,0.600798246,0.688221948,0.524910751,cost allocation,cs
0.447145771,0.304133755,0.40835452,0.67337174,0.765009885,cpu cache,cs
0.533879096,0.119464346,0.392891329,0.644720075,0.339934001,cross-correlation matrix,cs
0.795653505,0.28916831,0.503005362,0.464100034,0.559955149,current databases,cs
0.517903571,0.200518952,0.390347982,0.647632298,0.735961912,data compression,cs
0.68549538,0.149438753,0.382340578,0.555400146,0.496020299,data elements,cs
0.493701362,0.276541252,0.565034802,0.566834856,0.845967143,data encryption standard,cs
0.63361082,0.271897842,0.481796824,0.596064734,0.63677139,data mining,cs
0.599955715,0.053115594,0.421629161,0.563843943,0.4278174,data model,cs
0.567247988,0.07616766,0.407106824,0.532817737,0.436366823,data modeling,cs
0.68584511,0.203687215,0.282207272,0.616478249,0.522364717,data objects,cs
0.675959271,0.157816096,0.431815518,0.551264736,0.610231222,data set,cs
0.77537273,0.138917645,0.42829354,0.591409415,0.528327288,data sets,cs
0.711735665,0.218704391,0.455020728,0.44804591,0.417754629,data sparsity,cs
0.611428025,0.303645711,0.435164364,0.587321118,0.805543739,data storage,cs
0.666425221,0.140974702,0.378663755,0.636683704,0.535127397,data stream clustering,cs
0.56196828,0.183162263,0.378986578,0.557358854,0.6812546,data streaming algorithms,cs
0.710491953,0.129652448,0.415618674,0.561564392,0.563170572,data structures,cs
0.621587791,0.147920872,0.313377071,0.495279558,0.53040289,data visualization,cs
0.701970803,0.381321911,0.471013937,0.562056478,0.755899942,data warehouse,cs
0.832626865,0.266561808,0.447130696,0.480471648,0.52653564,database columns,cs
0.689750992,0.304961121,0.538083261,0.684479239,0.675227837,database dumps,cs
0.626076095,0.064346587,0.473118148,0.551910113,0.500974009,database model,cs
0.496728638,0.169949747,0.504974707,0.530048297,0.531347816,database normalization,cs
0.654313417,0.237893249,0.481093896,0.513416244,0.446475952,database relation,cs
0.622092801,0.165627705,0.505767001,0.514383199,0.706575412,database systems,cs
0.750078648,0.210825831,0.471624221,0.611351632,0.520305312,database table,cs
0.492543593,0.127574149,0.490735185,0.496718079,0.499911102,database tuning,cs
0.409738213,0.553761322,0.542122434,0.428252035,0.249076601,de morgan's law,cs
0.46963739,0.187031016,0.434131808,0.608586429,0.726949231,decimal computers,cs
0.563382876,0.291220173,0.573333228,0.451441459,0.20268219,decision boundaries,cs
0.555872776,0.348667612,0.517433794,0.493676773,0.265845547,decision boundary,cs
0.315223518,0.324924846,0.724863189,0.612729203,0.27026534,decision making problems,cs
0.51921468,0.188716119,0.514938371,0.366000465,0.527445763,decision network,cs
0.445073764,0.168462496,0.339530565,0.43167742,0.232832734,decision tree technique,cs
0.595424946,0.341136765,0.387560022,0.466382677,0.207229513,decision trees,cs
0.601636281,0.129535166,0.558381978,0.59813138,0.466507202,decompressed data,cs
0.340205814,0.290054611,0.369156918,0.058214299,0.382551834,deep learning,cs
0.417453533,0.124127919,0.330410955,0.426633562,0.44838979,deep neural networks,cs
0.221723779,0.200140818,0.43266812,0.175324499,0.35207857,deep reinforcement learning,cs
0.174908605,0.317975933,0.536879153,0.51174415,0.595093416,delay-tolerant networking,cs
0.677103849,0.24155654,0.444802207,0.380568921,0.341723832,description logics,cs
0.686158612,0.185568886,0.49627336,0.545581996,0.302110822,descriptive statistics,cs
0.459532495,0.410899387,0.362786672,0.480453286,0.972239824,desktop computers,cs
0.396573293,0.017426419,0.417290961,0.607434782,0.344998978,deterministic algorithm,cs
0.345107549,0.125394917,0.447972623,0.679545785,0.673477302,deterministic encryption,cs
0.387379465,0.104794851,0.457875736,0.658995141,0.650599107,deterministic encryption scheme,cs
0.396552779,0.112059786,0.471570904,0.689992033,0.644439274,deterministic encryption schemes,cs
0.436958655,0.051058119,0.426504673,0.60235917,0.489656757,deterministic global optimization,cs
0.359589015,0.140077654,0.336703482,0.588060653,0.371470785,differentiable function,cs
0.386753296,0.077683891,0.388632644,0.519392303,0.22922291,differential calculus,cs
0.474416762,0.055939837,0.374113407,0.639112776,0.247673414,differential equations,cs
0.646198426,0.19011912,0.384916128,0.483093205,0.642767688,digital data,cs
0.431709009,0.196598774,0.408328108,0.43056454,0.554444614,digital filter,cs
0.439041146,0.206581615,0.421702356,0.402340775,0.615423763,digital filters,cs
0.674916739,0.367792975,0.463869672,0.333506094,0.810184403,digital information,cs
0.423701682,0.310168094,0.245671038,0.510128854,0.731178805,digital signal,cs
0.549877585,0.402471613,0.488788429,0.404702996,0.645361656,digital signatures,cs
0.624529339,0.276387245,0.109586327,0.626432395,0.465041839,dimensional space,cs
0.431044084,0.143545347,0.196095201,0.490418301,0.318472494,directed acyclic graph,cs
0.385755838,0.121677224,0.305881937,0.496824597,0.393108478,discrete time recurrent neural networks,cs
0.450018914,0.056684363,0.513841285,0.565357388,0.228265083,discriminant function analysis,cs
0.634243616,0.297134714,0.309206126,0.701934249,0.597523856,distance metric,cs
0.435333619,0.150200077,0.365490716,0.413204369,0.408294482,distance metric learning,cs
0.456106568,0.065985336,0.390303838,0.479059256,0.605494366,distributed algorithms,cs
0.471945679,0.175485859,0.436165859,0.399708275,0.819659351,distributed application,cs
0.476977077,0.10657871,0.414905681,0.423511049,0.73549488,distributed application architecture,cs
0.366324034,0.136875691,0.415284759,0.399164312,0.572226644,distributed artificial intelligence,cs
0.382660988,0.136881235,0.447968182,0.400288036,0.620505962,distributed artificial intelligence systems,cs
0.438007362,0.122447793,0.361642408,0.517770012,0.711990757,distributed computing,cs
0.430066458,0.129303642,0.375448291,0.50178025,0.760070839,distributed computing environment,cs
0.68664867,0.202713387,0.472808488,0.539784876,0.746610718,distributed data stores,cs
0.519131704,0.149829668,0.447223253,0.462589061,0.685380805,distributed information processing,cs
0.391100145,0.164698946,0.282337941,0.428997084,0.55318227,distributed object communication,cs
0.68152441,0.244305896,0.511265059,0.499721221,0.562628153,distributed search,cs
0.645425218,0.094397731,0.487374212,0.61834612,0.373171574,distribution-based clustering,cs
0.438862848,0.520665121,0.535008358,0.68854964,0.529020111,double-ended priority queue,cs
0.812181354,0.574870489,0.472776411,0.550772494,0.353459668,doubly linked list,cs
0.509255362,0.26373905,0.116879766,0.583648446,0.555328512,dynamic array,cs
0.470639903,0.302707672,0.109070201,0.457353786,0.509916435,dynamic compilation,cs
0.512104987,0.091654205,0.287681459,0.596608399,0.58326643,dynamic prefetched arrays,cs
0.416779388,0.412374484,0.092644532,0.435549884,0.455087437,dynamic table,cs
0.574726298,0.140511642,0.313759414,0.647036874,0.557177473,dynamically allocated array,cs
0.291854244,0.388408218,0.332166264,0.413176624,0.699185832,ecb mode,cs
0.269005363,0.502223441,0.42768183,0.746573398,0.36402825,edge contraction,cs
0.491716622,0.282289312,0.35052809,0.393720356,0.719873031,eigenmode expansion,cs
0.45361015,0.066079881,0.432978145,0.609313165,0.369225611,eigenvalue algorithm,cs
0.396987437,0.351707447,0.471489758,0.410099074,0.645627298,electronic signature,cs
0.530207607,0.412777358,0.564856637,0.401370167,0.630153481,electronic signatures,cs
0.634456403,0.199344008,0.394283147,0.470933751,0.656514354,embedded data,cs
0.359099533,0.715927881,0.498088201,0.882403927,0.493666098,empty set,cs
0.525701744,0.359648797,0.506162142,0.582740195,0.858892045,encrypted data,cs
0.415412205,0.167398604,0.451939469,0.5230343,0.685477071,encryption algorithm,cs
0.449318372,0.325541015,0.487936282,0.478654892,0.761942137,encryption keys,cs
0.3194421,0.206910737,0.383150165,0.625936793,0.576551997,enhanced double hashing,cs
0.262117757,0.182250966,0.260243121,0.244875255,0.318651588,ensemble learning method,cs
0.326157829,0.377728473,0.720705318,0.660998569,0.495791204,error detection,cs
0.251764035,0.562637482,0.718433944,0.715041254,0.564240334,error message,cs
0.637127488,0.500396636,0.136298981,0.602979937,0.412495964,euclidean distance,cs
0.662788912,0.432736611,0.127924281,0.44400734,0.509827361,euclidean space,cs
0.431994537,0.051071017,0.357034244,0.511586011,0.369512447,evolutionary computation,cs
0.401168186,0.046952204,0.415952687,0.573449341,0.390270117,explicit regression gradient boosting algorithms,cs
0.559168366,0.238813025,0.22481022,0.54034555,0.525783519,exponential convergence,cs
0.51338987,0.276195186,0.348997366,0.429651221,0.667767777,external node,cs
0.16814955,0.498694372,0.22601619,0.441397429,0.428609129,fast fourier transform,cs
0.532335548,0.34891122,0.540850236,0.505260671,0.512567144,feature detection,cs
0.408184405,0.269234409,0.40695789,0.120243879,0.442023699,feature learning,cs
0.890073935,0.395533039,0.329971113,0.472317586,0.503838815,feature maps,cs
0.443300445,0.149912179,0.380729926,0.375735679,0.532225745,feature oriented programming,cs
0.465631782,0.350415753,0.467352547,0.325584874,0.487860638,feedback connections,cs
0.353166647,0.122991342,0.352591928,0.437439655,0.418058441,feedforward neural network,cs
0.366797348,0.481193235,0.600467566,0.827375344,0.666916677,file overwrites,cs
0.473539331,0.103871191,0.248597627,0.545288027,0.450259431,finite element methods,cs
0.628917855,0.179571665,0.182044383,0.656055283,0.38607726,finite graph,cs
0.290028206,0.465592146,0.771074278,0.74775174,0.429821666,first-order reduction,cs
0.508017402,0.525841412,0.590691906,0.438757794,0.222573382,fitts's law,cs
0.615896487,0.508794043,0.165517246,0.393646811,0.540937808,flux architecture,cs
0.497959798,0.161917555,0.392815924,0.193146044,0.325436914,formal knowledge representation languages,cs
0.394247413,0.110430015,0.410643583,0.26875631,0.194513104,formal language theory,cs
0.4475009,0.377797451,0.178813712,0.433145677,0.443312457,fully connected layers,cs
0.4054322,0.109925205,0.313875828,0.437031169,0.422148831,fully recurrent neural networks,cs
0.27421721,0.339560052,0.286143501,0.297925661,0.504764982,function interaction,cs
0.33062485,0.523565506,0.365353893,0.264884134,0.592709477,function join,cs
0.52172459,0.080372983,0.535389756,0.430972533,0.345780756,functional analysis,cs
0.581495278,0.295843463,0.254909911,0.368645094,0.593756743,functional architecture,cs
