PCA Untuned 0,PCA Untuned 1,PCA Untuned 2,PCA Untuned 3,phrase,label
0.820944026,0.359996446,0.508015195,0.640964546,computer ethics,cs
0.797352909,0.476302526,0.616932405,0.574411076,computer games,cs
0.838888999,0.341508217,0.508470851,0.574197486,computer graphics,cs
0.793516657,0.362022683,0.449629694,0.49336712,computer hardware unit,cs
0.872772526,0.263242647,0.641270059,0.532056003,computer interaction,cs
0.8618966,0.358052081,0.467137716,0.536219372,computer language,cs
0.919577069,0.361678239,0.549948542,0.67496505,computer learning,cs
0.874833279,0.432393404,0.5165252,0.573627769,computer memory,cs
0.82921124,0.341928426,0.498838669,0.485340639,computer network,cs
0.913463547,0.291761062,0.48537834,0.506976747,computer network architecture,cs
0.907226794,0.371220577,0.511124026,0.548608709,computer processors,cs
0.871893856,0.381182563,0.454688076,0.480358082,computer program,cs
0.914546728,0.290340765,0.395880999,0.46546369,computer program source code,cs
0.955504526,0.358937896,0.55035036,0.563242694,computer programming,cs
0.8654702,0.372765269,0.566090644,0.504888887,computer programs,cs
0.916091554,0.35859078,0.501797256,0.644505201,computer science,cs
0.912835986,0.32018047,0.597023884,0.614241819,computer science fields,cs
0.79240712,0.348318757,0.556430565,0.605071562,computer security,cs
0.803176732,0.305113403,0.636133812,0.646100362,computer skills,cs
0.82049048,0.308305217,0.512653235,0.454883249,computer systems,cs
0.826229089,0.325892112,0.526683423,0.543298876,computer vision,cs
0.823899875,0.300552322,0.560757117,0.469681538,computing machinery,cs
0.702802003,0.259204488,0.546887387,0.524289829,computing resources,cs
0.742328294,0.431937458,0.307403663,0.441113972,concurrent pattern calculus,cs
0.328289584,0.5413288,0.217191506,0.221027908,conditional expression,cs
0.153852041,0.294873403,0.33446176,0.605461975,confidence score,cs
0.488051737,0.252760863,0.214656128,0.23550404,conformational analysis,cs
0.434025301,0.283858862,0.482126307,0.57313685,connected wireless device,cs
0.826126026,0.355245569,0.474056623,0.396541993,constraint logic programming,cs
0.725406438,0.416398494,0.498207474,0.276525821,constraint programming,cs
0.216945334,0.381684343,0.2225393,0.523438362,continuous function,cs
0.23942078,0.656451196,0.314610676,0.436308153,continuous unimodal function,cs
0.572232902,0.365131429,0.306596959,0.246183554,control theory,cs
0.697385462,0.524076916,0.42804321,0.599123428,conventional dynamic memory allocation libraries,cs
0.727362859,0.361434115,0.585577255,0.365769778,convolutional neural networks,cs
0.627990067,0.483598667,0.347736452,0.251326427,copyright investigation,cs
0.488988224,0.336746266,0.21093985,0.246402899,correlation matrix,cs
0.450925784,0.367997839,0.319890639,0.138860732,cost allocation,cs
0.892009446,0.461786271,0.401896106,0.470721694,cpu cache,cs
0.601058984,0.290167839,0.285952389,0.253028039,cross-correlation matrix,cs
0.601971302,0.260923536,0.357168082,0.274956104,current databases,cs
0.659013227,0.351048976,0.448302519,0.331997956,data compression,cs
0.590647134,0.254251375,0.324655679,0.23294177,data elements,cs
0.669417318,0.390436647,0.405937882,0.455521129,data encryption standard,cs
0.859855157,0.362558638,0.448555229,0.409645582,data mining,cs
0.638627924,0.256746605,0.293338276,0.246899316,data model,cs
0.734913886,0.250729386,0.366245098,0.330665352,data modeling,cs
0.639258188,0.268138513,0.408237928,0.310677386,data objects,cs
0.531399099,0.253758265,0.244944549,0.232715762,data set,cs
0.557052081,0.283295012,0.297641555,0.216665388,data sets,cs
0.623439385,0.449296944,0.399238696,0.317655301,data sparsity,cs
0.683353753,0.314932442,0.326153347,0.380887366,data storage,cs
0.75529526,0.304395436,0.356127448,0.329278193,data stream clustering,cs
0.752120551,0.235562965,0.490155778,0.368894522,data streaming algorithms,cs
0.695307607,0.250718195,0.404670018,0.310284767,data structures,cs
0.717829192,0.212515104,0.379687104,0.32344681,data visualization,cs
0.789684261,0.329244338,0.277022506,0.37613312,data warehouse,cs
0.798664232,0.372219955,0.31520613,0.354023701,database columns,cs
0.770127559,0.753350148,0.503647399,0.311998515,database dumps,cs
0.861071435,0.306429271,0.308573229,0.402005403,database model,cs
0.687706101,0.299448035,0.224528804,0.609472959,database normalization,cs
0.765946885,0.298693177,0.272063426,0.361121678,database relation,cs
0.88369206,0.293923237,0.427762655,0.444513701,database systems,cs
0.800572592,0.341418658,0.248276403,0.361279259,database table,cs
0.798968562,0.307622402,0.303363354,0.424368484,database tuning,cs
0.506360167,0.423726868,0.129699498,0.30553331,de morgan's law,cs
0.643012523,0.703634119,0.309488315,0.547075874,decimal computers,cs
0.423489384,0.350953019,0.326531822,0.119805011,decision boundaries,cs
0.421129923,0.34554608,0.243173497,0.093418317,decision boundary,cs
0.439007548,0.544736879,0.733105568,0.08140277,decision making problems,cs
0.52320965,0.319201241,0.264295745,0.215821479,decision network,cs
0.602719331,0.395367022,0.292151818,0.295329561,decision tree technique,cs
0.505390304,0.392959603,0.326686218,0.253458572,decision trees,cs
0.518031171,0.748043872,0.46629851,0.218609507,decompressed data,cs
0.34821537,0.191223017,0.641633074,0.428841181,deep learning,cs
0.691008158,0.269459746,0.631152892,0.402084087,deep neural networks,cs
0.485093245,0.205110918,0.517117386,0.379625826,deep reinforcement learning,cs
0.476609097,0.490413586,0.52324258,0.551554831,delay-tolerant networking,cs
0.653524852,0.332055774,0.236939001,0.32519485,description logics,cs
0.486150502,0.503690145,0.31486418,0.433564856,descriptive statistics,cs
0.76586835,0.434389152,0.432150647,0.633249984,desktop computers,cs
0.524400287,0.464866832,0.373274523,0.440605943,deterministic algorithm,cs
0.549890391,0.494747194,0.418471663,0.518663048,deterministic encryption,cs
0.595258638,0.499228123,0.391515032,0.468893318,deterministic encryption scheme,cs
0.627903291,0.488017805,0.467137348,0.465162534,deterministic encryption schemes,cs
0.61088391,0.333672691,0.434760374,0.422862655,deterministic global optimization,cs
0.390290054,0.660689651,0.643346637,0.15066713,differentiable function,cs
0.729983581,0.559819935,0.285004014,0.416161818,differential calculus,cs
0.617440722,0.484401898,0.311496386,0.259274443,differential equations,cs
0.546887288,0.434402734,0.387837714,0.384924099,digital data,cs
0.50574785,0.539824954,0.276772203,0.416905931,digital filter,cs
0.550349013,0.510017806,0.342001386,0.441585545,digital filters,cs
0.531318891,0.374796275,0.402141689,0.405202286,digital information,cs
0.451985936,0.464620669,0.291589468,0.458039592,digital signal,cs
0.570544691,0.439551672,0.350341355,0.401614292,digital signatures,cs
0.498304007,0.406894075,0.411064054,0.252485152,dimensional space,cs
0.627877555,0.347344574,0.288373978,0.410380216,directed acyclic graph,cs
0.552638228,0.53049331,0.326686767,0.50190967,discrete time recurrent neural networks,cs
0.52638592,0.579306171,0.563471703,0.123943273,discriminant function analysis,cs
0.43123978,0.409564686,0.244988281,0.247296559,distance metric,cs
0.601508573,0.387585546,0.330130173,0.368386766,distance metric learning,cs
0.565197045,0.512444609,0.334305132,0.393507719,distributed algorithms,cs
0.516500987,0.447905148,0.265654475,0.436790185,distributed application,cs
0.679579311,0.395659707,0.25378366,0.423772966,distributed application architecture,cs
0.760972515,0.466818301,0.498979169,0.567491485,distributed artificial intelligence,cs
0.842252528,0.421283992,0.478239471,0.553981604,distributed artificial intelligence systems,cs
0.726258176,0.407467589,0.33531112,0.511858839,distributed computing,cs
0.774171715,0.349982159,0.384763745,0.572767182,distributed computing environment,cs
0.57705795,0.366234304,0.225178684,0.439421272,distributed data stores,cs
0.609834686,0.352504121,0.303763379,0.361139146,distributed information processing,cs
0.625050385,0.390676311,0.311921234,0.360134083,distributed object communication,cs
0.488108854,0.466892003,0.255353706,0.388789844,distributed search,cs
0.593918087,0.379539003,0.273122165,0.332772361,distribution-based clustering,cs
0.412987371,0.756632369,0.332922569,0.296296736,double-ended priority queue,cs
0.356063616,0.366947279,0.410718245,0.322434231,doubly linked list,cs
0.490158062,0.288397749,0.469406937,0.276941928,dynamic array,cs
0.341047574,0.290761247,0.507786981,0.361903464,dynamic compilation,cs
0.525683541,0.320051338,0.513562543,0.271436759,dynamic prefetched arrays,cs
0.377419405,0.207039865,0.611948597,0.434715343,dynamic table,cs
0.60966736,0.227855414,0.458524539,0.38746994,dynamically allocated array,cs
0.453293832,0.352256759,0.163978466,0.289761146,ecb mode,cs
0.314496111,0.420726361,0.348303816,0.147044497,edge contraction,cs
0.546091717,0.347078418,0.286124248,0.212513341,eigenmode expansion,cs
0.665102567,0.376628509,0.292316128,0.386159804,eigenvalue algorithm,cs
0.535506479,0.373668887,0.329525494,0.443724476,electronic signature,cs
0.62965881,0.374751498,0.450726261,0.47084364,electronic signatures,cs
0.537305132,0.263334296,0.4210438,0.370003565,embedded data,cs
0.232294869,0.942315926,0.310592191,0.526057219,empty set,cs
0.648886155,0.473473546,0.575701277,0.287228833,encrypted data,cs
0.607441314,0.471311599,0.511150638,0.381511786,encryption algorithm,cs
0.624853246,0.493151108,0.606196019,0.38932594,encryption keys,cs
0.453853675,0.39803627,0.421427687,0.447065706,enhanced double hashing,cs
0.517028375,0.306980811,0.354949342,0.34287966,ensemble learning method,cs
0.462387914,0.695565721,0.661413061,0.231444466,error detection,cs
0.436384586,0.793167256,0.660614951,0.172030683,error message,cs
0.412444062,0.513362134,0.242304511,0.412355794,euclidean distance,cs
0.496088083,0.469669205,0.300727242,0.389119048,euclidean space,cs
0.575347954,0.238448907,0.457014406,0.385105875,evolutionary computation,cs
0.519336559,0.22006757,0.407830022,0.505406965,explicit regression gradient boosting algorithms,cs
0.377341266,0.252844411,0.471198656,0.420355852,exponential convergence,cs
0.427047633,0.557619243,0.466339254,0.116196423,external node,cs
0.511467079,0.458749448,0.609332147,0.458646574,fast fourier transform,cs
0.484729999,0.271661704,0.414994201,0.250578728,feature detection,cs
0.531651851,0.239928632,0.425633863,0.378410509,feature learning,cs
0.458700341,0.310436154,0.37446787,0.213676878,feature maps,cs
0.45246295,0.192855267,0.477572661,0.419182531,feature oriented programming,cs
0.564411839,0.295644845,0.413553952,0.346895711,feedback connections,cs
0.692807011,0.268404338,0.371436708,0.336339798,feedforward neural network,cs
0.669820653,0.583636513,0.616189295,0.191405339,file overwrites,cs
0.493441215,0.558874178,0.238198128,0.426192631,finite element methods,cs
0.401603423,0.782030484,0.277199607,0.598057997,finite graph,cs
0.368763004,0.623909504,0.175720683,0.220246343,first-order reduction,cs
0.390381964,0.38292946,0.078181724,0.324382529,fitts's law,cs
0.568938511,0.542255301,0.326225032,0.201447294,flux architecture,cs
0.574650487,0.198172731,0.328707983,0.427793533,formal knowledge representation languages,cs
0.610357468,0.299884575,0.238889496,0.359372744,formal language theory,cs
0.142888025,0.162191568,0.328810228,0.512166665,fully connected layers,cs
0.413672978,0.219388519,0.357488035,0.508352042,fully recurrent neural networks,cs
0.494538235,0.217926326,0.433286022,0.24583191,function interaction,cs
0.540881332,0.227897433,0.177786626,0.298006443,function join,cs
0.567732606,0.252962715,0.343072221,0.270573348,functional analysis,cs
0.44856857,0.208120576,0.450396276,0.515265035,functional architecture,cs
0.501850437,0.733375666,0.394918448,0.397589127,fuzzy class,cs
0.340906463,0.774020208,0.503971288,0.26097032,fuzzy classification,cs
0.501695943,0.624061708,0.416174411,0.281411834,fuzzy classification predicate,cs
0.545980617,0.76979465,0.522633867,0.351072185,fuzzy description logics,cs
0.489977673,0.675793959,0.480072237,0.38600408,fuzzy markup language,cs
0.458914594,0.756429441,0.498583245,0.349117247,fuzzy propositional function,cs
0.292029275,0.601624112,0.412075696,0.300645782,fuzzy set,cs
0.326516353,0.656177967,0.500358341,0.265134336,fuzzy sets,cs
0.619880485,0.342587065,0.508761646,0.399694293,gaming systems,cs
0.562722369,0.684094878,0.387865762,0.283891419,garbage collection,cs
0.398515742,0.386419444,0.247090113,0.164040029,gated recurrent units,cs
0.443336498,0.74287969,0.168880713,0.271781559,gaussian elimination,cs
0.745153265,0.292416207,0.276188192,0.314567075,gene analysis,cs
0.301437821,0.235578849,0.256915827,0.421395398,general-purpose language,cs
0.508403459,0.48467205,0.278332332,0.206660891,generalised loop splitting,cs
0.436687419,0.475607962,0.244209334,0.365428423,generalized additive models,cs
0.537676488,0.535874786,0.67623351,0.151989725,generative adversarial networks,cs
0.505761342,0.351658238,0.222647829,0.218414589,generative model,cs
0.508255613,0.321846426,0.308249889,0.221792701,generative models,cs
0.397415239,0.801077987,0.345021204,0.513514553,generic programming,cs
0.603035659,0.265578608,0.278879749,0.3717963,genetic representation,cs
0.601016254,0.287617335,0.338993976,0.353449005,genetic representations,cs
0.409698403,0.460398867,0.125883777,0.232324171,gibbs sampling,cs
0.361963771,0.504140339,0.13267262,0.233214739,global minimum,cs
0.456826992,0.171803135,0.399075934,0.354971142,global solutions,cs
0.459081744,0.268226692,0.334026987,0.223418443,global view,cs
0.509095353,0.3888868,0.281580544,0.252993836,golay code,cs
0.50771689,0.426811289,0.180637974,0.206870982,gompertz curve,cs
0.38863243,0.307619993,0.600315533,0.436303352,gradient boosted trees,cs
0.442277692,0.235487835,0.538447953,0.354575858,gradient boosting,cs
0.587042604,0.261397697,0.491309082,0.360553668,gradient boosting algorithms,cs
0.40203036,0.46401216,0.477538246,0.151529851,gradient descent,cs
0.759193646,0.385750589,0.447187159,0.4523334,graph algorithms,cs
0.808028566,0.34078299,0.340184465,0.440287673,graph embedding,cs
0.782543031,0.379773002,0.353043586,0.462527035,graph isomorphism,cs
0.691971971,0.600748251,0.244183015,0.452543592,graph minor theory,cs
0.806973147,0.41154344,0.288462117,0.479306011,graph theory,cs
0.574116297,0.254577138,0.343267995,0.293501486,graphic design,cs
0.436730865,0.232390133,0.418596394,0.291352791,graphic representation,cs
0.611755929,0.242908791,0.470868346,0.352065102,graphical program elements,cs
0.644361454,0.305702547,0.409938389,0.451526995,graphics system,cs
0.345556908,0.387039707,0.221262842,0.233736158,hadamard product,cs
0.567318126,0.396621868,0.261636996,0.44874662,handwriting recognition,cs
0.743322555,0.283752832,0.352000848,0.39958059,hardware description language,cs
0.641695366,0.266398738,0.421877706,0.369009355,hardware links,cs
0.596407105,0.263108724,0.551010829,0.385714395,hardware technologies,cs
0.694723134,0.506977333,0.381837368,0.399984896,hash functions,cs
0.569794905,0.632832861,0.348499107,0.308617686,hash tables,cs
0.522886826,0.72986531,0.674668332,0.184638992,hashing problem,cs
0.473634014,0.362083133,0.263352006,0.346862376,hebbian learning,cs
0.587099927,0.382823788,0.208441646,0.234559113,helmholtz machine,cs
0.58160086,0.385732546,0.284368143,0.257860594,helmholtz machines,cs
0.467344448,0.501902907,0.665216499,0.227741294,heterogeneous networks,cs
0.376805683,0.800277327,0.567800455,0.236487608,hidden layer,cs
0.359026326,0.787281065,0.690787685,0.216684562,hidden layers,cs
0.605080861,0.452115984,0.428837923,0.350957628,hilbert spaces,cs
0.50121941,0.34889025,0.213016617,0.294660042,hopfield learning rule,cs
0.530876079,0.440332199,0.294662105,0.331294229,huffman coding,cs
0.681775006,0.169022209,0.548657219,0.561316705,human-centered computing,cs
0.78700566,0.219564615,0.553511677,0.338624949,humancomputer interaction,cs
0.314683779,0.3670772,0.118750601,0.237325233,hurwitz stable,cs
0.562883018,0.351410247,0.26257968,0.258360189,identity matrix,cs
0.569029065,0.285481345,0.414140731,0.303053262,image file formats,cs
