tSNE Tuned 0,tSNE Tuned 1,tSNE Tuned 2,tSNE Tuned 3,phrase,label
0.56588213,0.56414806,0.769774192,0.503592301,computational engineering,cs
0.930761146,0.224387419,0.61621139,0.412694266,computational ethics,cs
0.54502412,0.542364765,0.289079043,0.340636348,computational fluid dynamics,cs
0.593138469,0.596716032,0.675358489,0.310424998,computational framework,cs
0.451995928,0.528405319,0.599154959,0.464593177,computational intelligence,cs
0.540778398,0.343988057,0.798155587,0.346610595,computational learning theory,cs
0.470059585,0.354434992,0.842035233,0.335500667,computational linguistics,cs
0.639751543,0.781182715,0.553228446,0.396751846,computational materials science,cs
0.651781784,0.53089548,0.479860035,0.285131118,computational mathematics,cs
0.685787164,0.512972804,0.449914466,0.372149374,computational models,cs
0.946234897,0.205698217,0.580407734,0.432487472,computational morality,cs
0.552566162,0.508409864,0.484722144,0.358334752,computational neural network models,cs
0.641028177,0.739484103,0.451866205,0.388507602,computational physics,cs
0.612904191,0.341243754,0.496185048,0.063854223,computational problems,cs
0.527323914,0.736962314,0.881482436,0.44350064,computational resource,cs
0.532890109,0.733476677,0.882800422,0.448340032,computational resources,cs
0.8392653,0.55608429,0.438477587,0.353779511,computational statistics,cs
0.581436386,0.595980075,0.47028999,0.436388558,computational system,cs
0.598833427,0.397823768,0.476668986,0.039376477,computationally intractable,cs
0.624048702,0.398390457,0.224297613,0.410137385,compute arithmetic operations,cs
0.565517998,0.506086902,0.479945062,0.616721404,computer architecture,cs
0.628961957,0.468431059,0.402107207,0.607434273,computer code,cs
0.410257759,0.392491998,0.729865601,0.453204708,computer ethics,cs
0.362240845,0.450258467,0.338195686,0.605144337,computer games,cs
0.570870583,0.425473764,0.391252275,0.624025105,computer graphics,cs
0.519223407,0.467558592,0.359256098,0.603050743,computer hardware unit,cs
0.57846819,0.59655817,0.415948672,0.662772088,computer interaction,cs
0.60394333,0.429305793,0.435657836,0.54875479,computer language,cs
0.585737223,0.415081612,0.476993145,0.557495203,computer learning,cs
0.369787322,0.530474341,0.468417657,0.521562843,computer memory,cs
0.512946442,0.551086464,0.460834308,0.607426373,computer network,cs
0.5475035,0.534312734,0.48281859,0.616313604,computer network architecture,cs
0.511583454,0.515172841,0.393823837,0.582417991,computer processors,cs
0.593097831,0.463091273,0.409694702,0.586942978,computer program,cs
0.661476525,0.464300241,0.392941286,0.59683024,computer program source code,cs
0.613891973,0.466505495,0.443966014,0.588825668,computer programming,cs
0.580843262,0.49656681,0.425409292,0.587716741,computer programs,cs
0.674273463,0.699599232,0.502073418,0.47089457,computer science,cs
0.659861885,0.744510791,0.523055018,0.467196552,computer science fields,cs
0.513576427,0.485524812,0.817610373,0.662257837,computer security,cs
0.596799964,0.380277216,0.477766481,0.58465827,computer skills,cs
0.541535444,0.522846265,0.443267988,0.587459229,computer systems,cs
0.543605192,0.439442133,0.447710844,0.494181151,computer vision,cs
0.512889575,0.448921038,0.403371983,0.557527858,computing machinery,cs
0.537904886,0.510380008,0.418989245,0.53173871,computing resources,cs
0.606197295,0.390981246,0.325419878,0.284797874,concurrent pattern calculus,cs
0.338540976,0.321573827,0.24969924,0.506280392,conditional expression,cs
0.791046965,0.43827359,0.744683813,0.25321155,confidence score,cs
0.681808938,0.360834891,0.72402537,0.318657729,conformational analysis,cs
0.44005629,0.556165789,0.593831478,0.637491029,connected wireless device,cs
0.600933586,0.671903416,0.676027093,0.4080685,constraint logic programming,cs
0.568172729,0.69632397,0.694196606,0.414149081,constraint programming,cs
0.336453014,0.349969811,0.697766254,0.566673338,continuous function,cs
0.336616813,0.347946823,0.707020057,0.553779198,continuous unimodal function,cs
0.496000697,0.393978917,0.553482801,0.377956514,control theory,cs
0.395456391,0.562977644,0.422438957,0.482285143,conventional dynamic memory allocation libraries,cs
0.503690809,0.525314111,0.42475834,0.364955728,convolutional neural networks,cs
0.313942078,0.605820584,0.587612497,0.333008292,copyright investigation,cs
0.765309588,0.390502565,0.454357699,0.279767704,correlation matrix,cs
0.286328132,0.410803113,0.769830157,0.498578238,cost allocation,cs
0.422357785,0.549205955,0.373912914,0.529680636,cpu cache,cs
0.752712147,0.386845961,0.447266731,0.280101246,cross-correlation matrix,cs
0.782833065,0.684563412,0.707724581,0.423436796,current databases,cs
0.645244832,0.786600506,0.438206523,0.603092164,data compression,cs
0.825729698,0.588920081,0.615522859,0.43621905,data elements,cs
0.571037277,0.468733248,0.860395865,0.703928298,data encryption standard,cs
0.397340104,0.690728096,0.145913884,0.454213945,data mining,cs
0.77420576,0.468624328,0.651109476,0.388624488,data model,cs
0.78551253,0.449883832,0.631035518,0.406604004,data modeling,cs
0.814994227,0.619716715,0.58491088,0.474143056,data objects,cs
0.861546418,0.5751543,0.658597258,0.434271422,data set,cs
0.84839729,0.586063018,0.653145354,0.416351027,data sets,cs
0.808716105,0.573487606,0.627970939,0.344502577,data sparsity,cs
0.578992143,0.819909356,0.465147031,0.515927523,data storage,cs
0.818276309,0.541915247,0.627277986,0.406064014,data stream clustering,cs
0.664124575,0.753052333,0.424400265,0.627198294,data streaming algorithms,cs
0.802511336,0.603369286,0.643083748,0.436184559,data structures,cs
0.838117005,0.481904748,0.588895021,0.467652368,data visualization,cs
0.562357261,0.843130833,0.475967817,0.497133086,data warehouse,cs
0.495815253,0.881490995,0.78368878,0.41816928,database columns,cs
0.613210232,0.913752131,0.50808061,0.496002064,database dumps,cs
0.74695017,0.498486117,0.706499934,0.408192811,database model,cs
0.725539038,0.4839971,0.784122461,0.407667245,database normalization,cs
0.802821796,0.650869448,0.694873271,0.362723567,database relation,cs
0.590114853,0.809612951,0.586934419,0.527401229,database systems,cs
0.759187342,0.670799685,0.753041834,0.365305901,database table,cs
0.734428679,0.443045002,0.789251243,0.438580035,database tuning,cs
0.175050923,0.519096837,0.477861318,0.820037117,de morgan's law,cs
0.558555494,0.530727763,0.396101535,0.622300206,decimal computers,cs
0.728345261,0.432331358,0.625811101,0.024979504,decision boundaries,cs
0.728356429,0.432330707,0.625814233,0.024931193,decision boundary,cs
0.662275998,0.346527274,0.54347505,0.125331799,decision making problems,cs
0.510690301,0.690116051,0.587454096,0.490134753,decision network,cs
0.447774895,0.103536413,0.632700194,0.31256815,decision tree technique,cs
0.449158983,0.118890038,0.627065321,0.30453171,decision trees,cs
0.891111948,0.633144054,0.738570983,0.447124826,decompressed data,cs
0.55924284,0.05218423,0.634266258,0.50076661,deep learning,cs
0.529890806,0.575867632,0.431322564,0.391817744,deep neural networks,cs
0.521637643,0.139241052,0.57643901,0.505687118,deep reinforcement learning,cs
0.421544143,0.377119669,0.332274634,0.446104688,delay-tolerant networking,cs
0.354125867,0.393618031,0.738617803,0.289956185,description logics,cs
0.837516758,0.55264554,0.46096607,0.35137666,descriptive statistics,cs
0.505413173,0.578269229,0.379753816,0.612162045,desktop computers,cs
0.716242002,0.294889995,0.450285148,0.364270766,deterministic algorithm,cs
0.613667031,0.375380019,0.814113677,0.701776078,deterministic encryption,cs
0.624924719,0.390796228,0.785256292,0.696009409,deterministic encryption scheme,cs
0.633405613,0.395008792,0.810830722,0.686242339,deterministic encryption schemes,cs
0.734111252,0.281733171,0.444449949,0.386890165,deterministic global optimization,cs
0.510624,0.457690155,0.383363841,0.378276918,differentiable function,cs
0.647742175,0.470439313,0.363923478,0.278013057,differential calculus,cs
0.6610548,0.488161068,0.329474058,0.270677538,differential equations,cs
0.656534371,0.745104455,0.561397716,0.658505197,digital data,cs
0.853451457,0.727686554,0.533067102,0.560173015,digital filter,cs
0.847281044,0.73087207,0.525649036,0.561523595,digital filters,cs
0.515473275,0.690052514,0.521256782,0.557932276,digital information,cs
0.514604777,0.536306779,0.2427815,0.628553972,digital signal,cs
0.454108306,0.884521724,0.59425323,0.427234118,digital signatures,cs
0.630685865,0.618737278,0.534633891,0.813885843,dimensional space,cs
0.750449624,0.361260583,0.306798945,0.519413233,directed acyclic graph,cs
0.52428925,0.61388282,0.337999507,0.412620088,discrete time recurrent neural networks,cs
0.75759168,0.33588084,0.581561253,0.311979651,discriminant function analysis,cs
0.958019981,0.500691969,0.557027363,0.516636217,distance metric,cs
0.841831794,0.337690566,0.586712993,0.52352762,distance metric learning,cs
0.645820747,0.464638939,0.492991764,0.485038649,distributed algorithms,cs
0.626761025,0.566269784,0.606433722,0.627800048,distributed application,cs
0.620046164,0.56704805,0.577146098,0.61666248,distributed application architecture,cs
0.519652657,0.47891988,0.52865295,0.491510579,distributed artificial intelligence,cs
0.525223271,0.494301035,0.542980864,0.505394202,distributed artificial intelligence systems,cs
0.588034659,0.589411981,0.513502393,0.6030432,distributed computing,cs
0.583338136,0.567381497,0.529346286,0.602048346,distributed computing environment,cs
0.573930074,0.809999462,0.510111164,0.523723095,distributed data stores,cs
0.552171198,0.767470494,0.531167341,0.536795101,distributed information processing,cs
0.56015034,0.745350922,0.315477345,0.555137173,distributed object communication,cs
0.234117533,0.799423158,0.545990296,0.447624687,distributed search,cs
0.77273095,0.446905976,0.512286577,0.291080933,distribution-based clustering,cs
0.05477963,0.55612633,0.546248393,0.481559908,double-ended priority queue,cs
0.174656359,0.663177991,0.440670988,0.419025329,doubly linked list,cs
0.572325989,0.503505972,0.419217773,0.770890521,dynamic array,cs
0.497023158,0.274297562,0.625176518,0.785776541,dynamic compilation,cs
0.590769589,0.490619032,0.487357914,0.760205865,dynamic prefetched arrays,cs
0.502248171,0.528824719,0.608506055,0.831602175,dynamic table,cs
0.558017721,0.481024572,0.500790895,0.7607356,dynamically allocated array,cs
0.436576978,0.378852753,0.410082138,0.638889415,ecb mode,cs
0.499468751,0.370174886,0.210095193,0.367030315,edge contraction,cs
0.607515689,0.218646385,0.230247361,0.622069701,eigenmode expansion,cs
0.71231111,0.334112268,0.42980225,0.347842596,eigenvalue algorithm,cs
0.44385839,0.87228229,0.618500783,0.4214742,electronic signature,cs
0.456053597,0.89602847,0.610919244,0.412809232,electronic signatures,cs
0.699808753,0.77761383,0.496188662,0.645692695,embedded data,cs
0.134906086,0.782841413,0.288200194,0.619181416,empty set,cs
0.562052365,0.495288629,0.892861795,0.716760521,encrypted data,cs
0.630768034,0.453969366,0.817004658,0.740626583,encryption algorithm,cs
0.60644189,0.468179499,0.848163706,0.747719301,encryption keys,cs
0.772546812,0.4161391,0.378878628,0.714063202,enhanced double hashing,cs
0.579166803,0.237057566,0.508213395,0.542155264,ensemble learning method,cs
0.290647265,0.525406224,0.587665631,0.361883328,error detection,cs
0.217709262,0.541921837,0.559673234,0.366390149,error message,cs
0.584671603,0.714134612,0.488837282,0.80990944,euclidean distance,cs
0.586818816,0.672398015,0.51536102,0.805030518,euclidean space,cs
0.586908951,0.518621366,0.447488452,0.334591655,evolutionary computation,cs
0.6693916,0.332583504,0.474794291,0.370355395,explicit regression gradient boosting algorithms,cs
0.587519961,0.521920451,0.366650637,0.732172751,exponential convergence,cs
0.47070025,0.81115043,0.358153663,0.606294784,external node,cs
0.69911573,0.459448113,0.261669617,0.679645241,fast fourier transform,cs
0.389024506,0.574370448,0.71251294,0.40626477,feature detection,cs
0.546597591,0.102764465,0.631452123,0.527959692,feature learning,cs
0.321749185,0.537005866,0.881299158,0.64892644,feature maps,cs
0.597750446,0.640310047,0.673604945,0.483600836,feature oriented programming,cs
0.440176716,0.820441201,0.446132495,0.507578759,feedback connections,cs
0.485137571,0.533179137,0.420006882,0.401205852,feedforward neural network,cs
0.198215421,0.414922132,0.545180972,0.36736048,file overwrites,cs
0.706444107,0.663883327,0.361467041,0.508245488,finite element methods,cs
0.881862287,0.39375447,0.448689422,0.526822145,finite graph,cs
0.266861181,0.303659998,0.588741193,0.322794507,first-order reduction,cs
0.159523723,0.509091735,0.485196711,0.832205088,fitts's law,cs
0.558844029,0.448771773,0.652666705,0.729964618,flux architecture,cs
0.475155489,0.282151008,0.837556779,0.354944482,formal knowledge representation languages,cs
0.489290153,0.318343385,0.810277215,0.350271385,formal language theory,cs
0.462542707,0.327815851,0.259860587,0.722856337,fully connected layers,cs
0.504996726,0.609513407,0.393983273,0.39013085,fully recurrent neural networks,cs
0.369909942,0.759563945,0.351211354,0.504703974,function interaction,cs
0.356974474,0.717898095,0.380514895,0.496814223,function join,cs
0.717358227,0.386113166,0.738039426,0.328205123,functional analysis,cs
0.537750496,0.424608478,0.652695057,0.695217866,functional architecture,cs
0.194018575,0.272729631,0.448613824,0.582891258,fuzzy class,cs
0.388425485,0.415676551,0.673699518,0.159445503,fuzzy classification,cs
0.395134472,0.407810195,0.670606531,0.160786005,fuzzy classification predicate,cs
0.348278538,0.381755508,0.770514733,0.290243871,fuzzy description logics,cs
0.768770901,0.743851146,0.65731703,0.636165604,fuzzy markup language,cs
0.551109082,0.639660527,0.244446929,0.31660112,fuzzy propositional function,cs
0.518579349,0.522358156,0.76460033,0.834604524,fuzzy set,cs
0.519079783,0.524077526,0.762082457,0.832020517,fuzzy sets,cs
0.352026477,0.466006018,0.35644177,0.60245182,gaming systems,cs
0.079206848,0.662790351,0.412840199,0.91837854,garbage collection,cs
0.424326189,0.942054434,0.591857193,0.563319821,gated recurrent units,cs
0.465606345,0.141090146,0.245885948,0.360519393,gaussian elimination,cs
0.737907399,0.379109639,0.787052516,0.286135822,gene analysis,cs
0.453805978,0.4193921,0.860986746,0.430211639,general-purpose language,cs
0.42009051,0.427423749,0.240230174,0.377168109,generalised loop splitting,cs
0.680324749,0.405449074,0.583406717,0.353194418,generalized additive models,cs
0.434815433,0.613402628,0.474160833,0.371887516,generative adversarial networks,cs
0.57059422,0.23678172,0.571437238,0.31130243,generative model,cs
0.584930969,0.237485513,0.573827229,0.312201404,generative models,cs
0.537656719,0.732645139,0.844774854,0.305622898,generic programming,cs
0.420853563,0.437096715,0.284642707,0.252794455,genetic representation,cs
0.433701792,0.439267937,0.285582648,0.252516431,genetic representations,cs
0.39970733,0.380825899,0.526775123,0.980446576,gibbs sampling,cs
0.31312217,0.63241953,0.88923518,0.444346557,global minimum,cs
0.472080222,0.509781619,0.954278228,0.575194567,global solutions,cs
0.486157233,0.488921887,1,0.560744155,global view,cs
0.730268728,0.615577032,0.639994354,0.580691093,golay code,cs
0.512300669,0.564222487,0.246960359,0.759526308,gompertz curve,cs
0.240631411,0.699798825,0.463258582,0.953470733,gradient boosted trees,cs
0.366478692,0.078954936,0.501750225,0.420137514,gradient boosting,cs
0.648617611,0.323905409,0.479655787,0.372721034,gradient boosting algorithms,cs
0.446634411,0.612889231,0.08818406,0.649252161,gradient descent,cs
0.741518576,0.464150033,0.43519786,0.464378014,graph algorithms,cs
0.650147585,0.375521849,0.137092678,0.503718823,graph embedding,cs
0.782315112,0.476378284,0.403104512,0.455862146,graph isomorphism,cs
0.560180865,0.51029145,0.360032573,0.21022987,graph minor theory,cs
0.564523067,0.498332326,0.39045943,0.233986342,graph theory,cs
0.625231904,0.318132607,0.382192293,0.727437079,graphic design,cs
0.606632164,0.310442193,0.375902822,0.731347332,graphic representation,cs
0.750554442,0.507474755,0.466185251,0.480390848,graphical program elements,cs
0.532644344,0.368137223,0.39131404,0.614730658,graphics system,cs
0.409842055,0.536505046,0.484583466,0.837468911,hadamard product,cs
0.276894291,0.487439075,0.682882617,0.22543381,handwriting recognition,cs
0.420650686,0.351845503,0.882751202,0.500773618,hardware description language,cs
0.418360171,0.548396548,0.798535907,0.623487411,hardware links,cs
0.534973576,0.49849407,0.57295058,0.592072244,hardware technologies,cs
0.553320704,0.576294673,0.213834231,0.486986153,hash functions,cs
0.573418957,0.172966517,0.252388079,0.724800168,hash tables,cs
0.578165144,0.313685109,0.43104008,0.085545355,hashing problem,cs
0.593343341,0.031099212,0.603504544,0.541500389,hebbian learning,cs
0.284848871,0.797925584,0.456618404,0.800136351,helmholtz machine,cs
0.286457469,0.809030539,0.458914741,0.805965686,helmholtz machines,cs
0.495062406,0.822628737,0.575516795,0.648950338,heterogeneous networks,cs
0.369200551,0.505783644,0.145911581,0.654622297,hidden layer,cs
0.371352329,0.508063556,0.162679585,0.647651593,hidden layers,cs
0.593255629,0.480496112,0.63174648,0.757416241,hilbert spaces,cs
0.62479534,0.102728829,0.588850827,0.556563981,hopfield learning rule,cs
0.557590132,0.178994997,0.77285462,0.656281877,huffman coding,cs
0.579460053,0.572502731,0.509322274,0.541622403,human-centered computing,cs
0.590449812,0.598381786,0.413714161,0.672750814,humancomputer interaction,cs
0.488687501,0.28350381,0.210839573,0.443604661,hurwitz stable,cs
0.751611749,0.36554043,0.492163654,0.252779546,identity matrix,cs
0.427827926,0.222761322,0.53144915,0.634469286,image file formats,cs
