tSNE Untuned 0,tSNE Untuned 1,tSNE Untuned 2,tSNE Untuned 3,tSNE Untuned 4,phrase,label
0.963122163,0.509052676,0.618031034,0.543254514,0.554791162,analog filters,cs
0.971199299,0.513950857,0.615325215,0.533708044,0.554916315,analog recording,cs
0.969775568,0.513254542,0.616371509,0.528085657,0.553137661,analog signal,cs
1,0.53027602,0.602345968,0.521768766,0.560631612,analog-to-digital converter,cs
0.791544734,0.183036949,0.564875011,0.450510471,0.475357856,application crashing,cs
0.293894443,0.605599609,0.38035813,0.456688314,0.408925273,application programming interface,cs
0.294288061,0.607360178,0.379723092,0.456078679,0.40723576,application programming interfaces,cs
0.266262094,0.754616131,0.2160437,0.467884537,0.528017926,applied mathematics,cs
0.305801718,0.800404094,0.481905219,0.56007654,0.618722141,approximation algorithms,cs
0.593862892,0.710707592,0.359230309,0.437943615,0.524322796,arnoldi iteration,cs
0.347090803,0.571198496,0.471430067,0.686020985,0.413280764,array list,cs
0.41158293,0.395997094,0.055996984,0.434126037,0.338668686,artificial bee colony algorithm,cs
0.713622181,0.439624717,0.610643162,0.748463929,0.498274078,artificial consciousness,cs
0.161686092,0.567151037,0.47330145,0.553530266,0.816017364,artificial intelligence,cs
0.169801579,0.576879019,0.47531664,0.598741444,0.798180329,artificial intelligent agents,cs
0.229402748,0.550536877,0.471756992,0.567596337,0.867194701,artificial neural network,cs
0.229687016,0.54884629,0.471540499,0.56446555,0.868341613,artificial neural networks,cs
0.710416916,0.433176305,0.627383422,0.763649996,0.464404264,artificial neurons,cs
0.221399076,0.545971238,0.455942765,0.640721354,0.834622922,artificial neurons stochastic transfer functions,cs
0.713251624,0.434270363,0.612496572,0.74589142,0.490495827,artificial systems,cs
0.466211758,0.607388775,0.401538697,0.596286501,0.458484675,associative arrays,cs
0.413811651,0.583709836,0.400527588,0.522104901,0.327139729,associative classifier,cs
0.131134995,0.513434847,0.548231489,0.389122685,0.70983255,augmented reality,cs
0.393604347,0.313700738,0.315368155,0.422588474,0.57022968,authentication mechanism,cs
0.31469453,0.827273955,0.321667698,0.262137894,0.445816849,automata theory,cs
0.30843199,0.811414971,0.327439397,0.270997627,0.440232891,automata-based programming,cs
0.167057119,0.572482381,0.536293745,0.573215493,0.487820911,automatic memory management,cs
0.422216622,0.78940087,0.586335323,0.410153232,0.370155495,automatic speech recognition,cs
0.266541199,0.51890802,0.291795413,0.524869845,0.712673232,autonomic computing,cs
0.281708189,0.505617541,0.290752641,0.520216574,0.730061628,autonomic networking,cs
0.668393948,0.486208313,0.781955604,0.254937215,0.525053519,autonomous operation,cs
0.120846029,0.388834769,0.434062313,0.429541802,0.523525056,autonomous processing nodes,cs
0.489022346,0.119044902,0.44856506,0.440521205,0.535998509,avl trees,cs
0.405056233,0.629057901,0.346747762,0.425126074,0.718925876,axiomatic set theory,cs
0.689046855,0.563757757,0.467483156,0.418190416,0.310971669,back end,cs
0.241225299,0.538225523,0.451909717,0.560510567,0.862183638,backpropagation based artificial neural networks,cs
0.766553899,0.408703497,0.532913801,0.180924557,0.418737155,backward euler method,cs
0.815415893,0.568420465,0.632491045,0.472400202,0.727207026,balanced binary search trees,cs
0.688631058,0.502015258,0.63891431,0.342580709,0.782269407,basic function,cs
0.552799693,0.652202129,0.274228601,0.437436884,0.503404614,bayes net,cs
0.551568167,0.658400592,0.274276353,0.442696753,0.505327508,bayes network,cs
0.45527622,0.394949419,0.24855406,0.53572917,0.85842004,bayesian network,cs
0.455601707,0.395119376,0.248543562,0.5360278,0.85808253,bayesian networks,cs
0.501348415,0.736798151,0.307823006,0.660165988,0.593807488,bcjr algorithm,cs
0.292753703,0.544990109,0.282829967,0.421213651,0.327697566,behavioral software design pattern,cs
0.506274596,0.311971336,0.402680622,0.398339535,0.638336754,belief network,cs
0.530451405,0.705723179,0.296186857,0.895474788,0.494791863,bernstein basis polynomials,cs
0.530321071,0.706157549,0.296409263,0.895612945,0.494683113,bernstein polynomial,cs
0.53006719,0.707113285,0.296853821,0.895949063,0.494423654,bernstein polynomials,cs
0.562676388,0.162098113,0.659650612,0.378289768,0.471440783,big data,cs
0.808371747,0.678119365,0.618204781,0.446027753,0.536727746,binary arithmetic,cs
0.816462015,0.565962226,0.616132429,0.559454961,0.482317911,binary dependent variable,cs
0.824743821,0.57850879,0.616352844,0.474669248,0.513980473,binary file,cs
0.825923128,0.604955185,0.635537683,0.493285714,0.492752077,binary floating point,cs
0.824490727,0.568462949,0.621626808,0.521762907,0.480391343,binary inputs,cs
0.788671621,0.579589674,0.599152669,0.353608921,0.554432907,binary lexicographic code,cs
0.787829108,0.577109501,0.598842087,0.352172644,0.553046771,binary lexicographic codes,cs
0.825475725,0.573416286,0.623531521,0.515791418,0.482987857,binary operation,cs
0.845074272,0.609675909,0.575556847,0.4623875,0.636145156,binary search tree,cs
0.845813227,0.62863031,0.57354416,0.470900368,0.667619017,binary search tree algorithm,cs
0.844003757,0.602726103,0.575685612,0.460593298,0.61316523,binary search trees,cs
0.888616452,0.636090699,0.58460258,0.465418075,0.475573755,binary space partitioning,cs
0.847542074,0.591695515,0.60038998,0.510198975,0.492657721,binary splitting,cs
0.844991202,0.575214266,0.590551957,0.465798152,0.567461399,binary tree,cs
0.844745699,0.575727905,0.590698471,0.466563669,0.565832453,binary trees,cs
0.251570406,0.847788905,0.29563942,0.410002494,0.70507239,bio-inspired computing,cs
0.398899131,0.345032238,0.047811471,0.372269574,0.632436695,biodiversity informatics,cs
0.252979297,0.840706978,0.294208916,0.403559722,0.705053946,biologically inspired computing,cs
0.366637157,0.729978389,0.447879884,0.699033893,0.37365449,bit array,cs
0.368137149,0.730053442,0.453911486,0.708244849,0.370257228,bit sequences,cs
0.60463673,0.631107926,0.341764514,0.557179736,0.189549371,bit slicing,cs
0.61654843,0.604959419,0.324127431,0.551645793,0.236575647,bit string,cs
0.724356247,0.799174688,0.602771411,0.517920955,0.653065614,bitwise operation,cs
0.72436364,0.799122547,0.602771069,0.517886823,0.653198894,bitwise operations,cs
0.504748782,0.74464123,0.378833596,0.69321712,0.552423421,block lanczos algorithm,cs
0.265958705,0.389579339,0.294147075,0.307638469,0.293131484,boltzmann learning rule,cs
0.461708042,0.673015824,0.266026169,0.472116122,0.602311914,bonferroni testing,cs
0.266127056,0.633558281,0.114548756,0.537770155,0.658929317,boolean algebra,cs
0.305815587,0.497108239,0.649898677,0.653672796,0.757147576,boolean function,cs
0.303534197,0.497716248,0.647254036,0.65331943,0.759082866,boolean functions,cs
0.285724829,0.500094574,0.630662408,0.689517697,0.765158563,boolean logic,cs
0.30379722,0.497201621,0.648171545,0.658622596,0.757614853,boolean operators,cs
0.459484574,0.451216269,0.408407447,0.6691187,0.905757437,boosting methods,cs
0.703785168,0.499012267,0.510560956,0.147899023,0.234423801,boundary singularity,cs
0.474046056,0.119024031,0.438354736,0.447672992,0.610214247,bsp tree,cs
0.807940606,0.301025782,0.493886643,0.374257631,0.613259782,buffer overflows,cs
0.801194039,0.300151186,0.498903339,0.388299622,0.585732764,buffer overflowsruntime error detection tools,cs
0.633987672,0.57626414,0.195301368,0.715548537,0.416409063,c4 model,cs
0.608103435,0.825623993,0.414055629,0.61327969,0.605561795,caesar cipher,cs
0.608967013,0.824216053,0.410567575,0.607854192,0.60391449,caesar shift,cs
0.566420372,0.56693958,0.44268831,0.603099617,0.474715468,categorical label,cs
0.483215567,0.650380873,0.364038445,0.436550665,0.68771816,category theory,cs
0.419842431,0.616642656,0.537650853,0.245618089,0.318006819,character recognition,cs
0.435571439,0.591879364,0.491295908,0.184207484,0.296092874,character sets,cs
0.547820774,0.641418854,0.265742507,0.873534337,0.512260266,characteristic polynomial,cs
0.306498114,0.56040515,0.681503491,0.700149336,0.257199887,chi-square automatic interaction detection,cs
0.408583423,0.271607551,0.438951711,0.780738376,0.53214032,child nodes,cs
0.408589018,0.271601841,0.438954721,0.780750103,0.532140197,child vertices,cs
0.768893481,0.224684237,0.5763036,0.280647625,0.377741173,cholesky decomposition,cs
0.594124341,0.577344811,0.590417268,0.12241116,0.630490647,classic ad hoc,cs
0.724626196,0.534139226,0.34035813,0.311380857,0.378296172,classical backpropagation rule,cs
0.126527855,0.621999105,0.266736396,0.600801846,0.724206609,classical computer,cs
0.547037455,0.657327101,0.772304715,0.4248712,0.500614296,classification accuracy,cs
0.397549494,0.638182272,0.516035039,0.588671085,0.33700247,classification algorithms,cs
0.418751734,0.609911869,0.493089207,0.56153394,0.348398873,classification criteria,cs
0.722598026,0.280116126,0.491032711,0.413072913,0.339852018,classification problem,cs
0.415766618,0.613099566,0.494873867,0.564234173,0.347117308,classification tasks,cs
0.485404249,0.13668911,0.449933347,0.461110478,0.5568,clique trees,cs
0.49314945,0.291080815,0.205468218,0.59366758,0.415413039,clock cycle,cs
0.257045926,0.428391984,0.459822883,0.748307066,0.497266165,clustering algorithms,cs
0.326828708,0.733539652,0.392049719,0.555320329,0.376822132,code libraries,cs
0.433070067,0.817552545,0.395198359,0.435094965,0.441150162,code stylometry,cs
0.451028957,0.872090765,0.378047604,0.44877437,0.367650858,coding theory,cs
0.3160183,0.526597994,0.234288091,0.25040662,0.482502334,cognitive architecture,cs
0.314820051,0.521987174,0.233834908,0.258274562,0.488396469,cognitive architectures,cs
0.312578505,0.470259503,0.240929313,0.326309572,0.530001205,cognitive dimensions,cs
0.304704096,0.481302883,0.244109986,0.324550637,0.526714349,cognitive modeling,cs
0.211957624,0.38280217,0.279254615,0.404255087,0.545940684,cognitive robotics,cs
0.272767852,0.488415664,0.260419094,0.321617844,0.531607277,cognitive science,cs
0.300382052,0.482851573,0.245774721,0.336840448,0.52770061,cognitive theories,cs
0.337349003,0.686760031,0.342784054,0.320415885,0.622228783,combinatorial game theory,cs
0.377403539,0.400639709,0.316108512,0.464969806,0.726368824,communications network,cs
0.489991653,0.546203897,0.470535259,0.533051693,0.391675186,comparison sort,cs
0.323752077,0.685535206,0.524076518,0.87919008,0.510500817,comparison sorting algorithms,cs
0.491960483,0.549330961,0.470281432,0.532691894,0.385712913,comparison sorts,cs
0.76865386,0.253010098,0.580810355,0.474579117,0.47775958,compilation error,cs
0.766052567,0.254094158,0.583705161,0.482644911,0.482538509,compilation errors,cs
0.607944033,0.683947237,0.775426708,0.514223508,0.440086095,compiler correctness,cs
0.278681205,0.851172606,0.395967344,0.470553122,0.412611512,compiler design,cs
0.271803487,0.856358077,0.405937265,0.500298162,0.445141437,compiler optimization,cs
0.272063506,0.856152451,0.405529989,0.49910103,0.443857593,compiler optimization technique,cs
0.27950985,0.851348103,0.394628997,0.466076004,0.408449966,compiler theory,cs
0.613225001,0.125889059,0.5316588,0.439297816,0.214696762,complex functions,cs
0.605066387,0.096406174,0.539215974,0.486384049,0.200087379,complex vector spaces,cs
0.714138118,0.382973865,0.473796482,0.737966881,0.34982786,complexity theory,cs
0.431502552,0.800078198,0.578566081,0.574379123,0.724398669,composition filters,cs
0.410397588,0.651667655,0.282916943,0.711223891,0.795864809,compound logic gates,cs
0.872837053,0.437038681,0.47144162,0.426675527,0.494695941,compressed data,cs
0.512534894,0.336842026,0.200157743,0.640097022,0.47849057,computation time,cs
0.211387182,0.729365156,0.387502003,0.747594539,0.488136004,computational complexity theory,cs
0.255325984,0.717308486,0.305990369,0.534585107,0.627898237,computational engineering,cs
0.22981583,0.674588619,0.326715139,0.267322209,0.586861588,computational ethics,cs
0.310756336,0.726769311,0.334402255,0.627333134,0.621358671,computational fluid dynamics,cs
0.278793992,0.656951359,0.343386503,0.647958586,0.629459687,computational framework,cs
0.24577135,0.671771245,0.375251648,0.543403036,0.680254745,computational intelligence,cs
0.211892255,0.755104987,0.331537227,0.596685808,0.530752259,computational learning theory,cs
0.248407864,0.68768316,0.323868728,0.504584351,0.600592493,computational linguistics,cs
0.246807885,0.727923152,0.309994472,0.547229265,0.638100355,computational materials science,cs
0.251993759,0.727303894,0.257570985,0.492156852,0.567522252,computational mathematics,cs
0.278663235,0.681194725,0.354348438,0.655529468,0.624316653,computational models,cs
0.231521273,0.68160351,0.32996741,0.266854826,0.593918397,computational morality,cs
0.29763966,0.574689681,0.409576741,0.586657858,0.834719975,computational neural network models,cs
0.286915882,0.744440658,0.296095627,0.520254624,0.607666255,computational physics,cs
0.241953354,0.670247481,0.39382555,0.715257923,0.54738477,computational problems,cs
0.247346452,0.647988794,0.364418615,0.625488034,0.627277369,computational resource,cs
0.241453767,0.648354999,0.363787958,0.636769226,0.627424764,computational resources,cs
0.38354688,0.65732472,0.087081758,0.459337735,0.440616283,computational statistics,cs
0.270789132,0.65457477,0.349849802,0.632410307,0.615942635,computational system,cs
0.667566904,0.262440332,0.66213304,0.365241498,0.456251734,computationally intractable,cs
0.273321565,0.594239814,0.232475983,0.644839655,0.639253306,compute arithmetic operations,cs
0.148439325,0.618505241,0.335892589,0.494273095,0.596184891,computer architecture,cs
0.152205984,0.590783502,0.309751986,0.462691478,0.492827693,computer code,cs
0.183469126,0.653430174,0.319116014,0.338152008,0.58420062,computer ethics,cs
0.064116659,0.670237726,0.360487193,0.444849025,0.605729306,computer games,cs
0.071302983,0.599537829,0.365133593,0.431753795,0.537903204,computer graphics,cs
0.141834344,0.531381318,0.366353546,0.467210722,0.602899653,computer hardware unit,cs
0.105319976,0.603575005,0.344558987,0.387309305,0.609704029,computer interaction,cs
0.112135887,0.595944062,0.326985218,0.507679,0.540299178,computer language,cs
0.097332529,0.68302412,0.306473195,0.478419291,0.528799312,computer learning,cs
0.10803231,0.586316603,0.40742958,0.509598283,0.562620413,computer memory,cs
0.12703962,0.568530713,0.301974109,0.450411941,0.625357865,computer network,cs
0.137947596,0.579196014,0.287460638,0.453056996,0.637419645,computer network architecture,cs
0.11472788,0.571696767,0.378374939,0.559604203,0.58373609,computer processors,cs
0.124080812,0.58475185,0.337958619,0.454022467,0.541892431,computer program,cs
0.157285313,0.597475346,0.308462884,0.456058392,0.483624588,computer program source code,cs
0.116872254,0.628257861,0.341750825,0.473753978,0.520559094,computer programming,cs
0.119191905,0.586151669,0.346981837,0.456416696,0.553464776,computer programs,cs
0.140141366,0.664625065,0.331627033,0.467416148,0.578160748,computer science,cs
0.149443175,0.669705694,0.340694119,0.458366777,0.586540274,computer science fields,cs
0.169446132,0.635667979,0.315138431,0.356213174,0.589643803,computer security,cs
0.098742516,0.629068579,0.332982425,0.433207403,0.593117913,computer skills,cs
0.141518039,0.55551647,0.348782568,0.441903411,0.598493011,computer systems,cs
0.08474834,0.596077046,0.359143948,0.419145726,0.578415883,computer vision,cs
0.221911182,0.54399572,0.297938646,0.53874865,0.655904819,computing machinery,cs
0.220877904,0.558893781,0.308323317,0.515137112,0.665680617,computing resources,cs
0.404805019,0.750257123,0.15009347,0.691535827,0.597848962,concurrent pattern calculus,cs
0.750060476,0.399500494,0.227311222,0.484316728,0.463976968,conditional expression,cs
0.530475273,0.694832791,0.790523913,0.395547386,0.437410156,confidence score,cs
0.442304528,0.560381898,0.432594122,0.258272504,0.59361839,conformational analysis,cs
0.324854664,0.283717091,0.27303592,0.480781708,0.739438027,connected wireless device,cs
0.339840513,0.765906983,0.240142375,0.332029765,0.296770059,constraint logic programming,cs
0.341001904,0.767198564,0.235415029,0.330186175,0.293660794,constraint programming,cs
0.652689597,0.468988586,0.617639712,0.360758883,0.575533692,continuous function,cs
0.753340554,0.541994353,0.848648124,0.506019388,0.547748423,continuous unimodal function,cs
0.482973052,0.515047717,0.38873708,0.496413426,0.817728192,control theory,cs
0.151621727,0.571137948,0.530013533,0.494770608,0.478463224,conventional dynamic memory allocation libraries,cs
0.29254781,0.529188047,0.415944829,0.584988053,0.882356698,convolutional neural networks,cs
0.442714745,0.762736197,0.375770917,0.366535365,0.53067652,copyright investigation,cs
0.50111964,0.439193439,0.345297471,0.758885983,0.468604034,correlation matrix,cs
0.456150572,0.365904731,0.444879593,0.291275629,0.672665205,cost allocation,cs
0.113323325,0.558286209,0.42251432,0.581684543,0.559299453,cpu cache,cs
0.502122169,0.438819016,0.348352324,0.757415562,0.46751467,cross-correlation matrix,cs
0.283082506,0.391343145,0.122058447,0.462189329,0.41689816,current databases,cs
0.316696005,0.39601115,0.414406918,0.733111981,0.571280711,data compression,cs
0.337924391,0.471181876,0.441043831,0.585817306,0.533073401,data elements,cs
0.337468732,0.15558029,0.491782647,0.498372255,0.450059357,data encryption standard,cs
0.286305345,0.435198486,0.335315295,0.67582801,0.553210905,data mining,cs
0.353913406,0.469166583,0.415366509,0.627312748,0.562184521,data model,cs
0.333952559,0.456351706,0.403183352,0.671933868,0.577775443,data modeling,cs
0.310236135,0.469664417,0.424865343,0.602101585,0.524561311,data objects,cs
0.368145261,0.499649764,0.442325957,0.599849798,0.494998258,data set,cs
0.364672035,0.49776464,0.441293274,0.597835045,0.499660236,data sets,cs
0.330675396,0.385480309,0.391628842,0.610671553,0.515879204,data sparsity,cs
0.303081128,0.451146093,0.357743428,0.672909868,0.494721028,data storage,cs
0.281806045,0.423693133,0.441403311,0.715780377,0.533517549,data stream clustering,cs
0.301199526,0.409870234,0.444388245,0.71825147,0.600170807,data streaming algorithms,cs
0.314140007,0.469168056,0.415833216,0.634795451,0.541458519,data structures,cs
0.315076347,0.441681242,0.425433227,0.624102226,0.57724207,data visualization,cs
0.294685061,0.451133714,0.349656141,0.671523905,0.525455006,data warehouse,cs
0.293316158,0.440675867,0.144949667,0.511184487,0.414031996,database columns,cs
0.84451196,0.164582557,0.521984087,0.500105285,0.550482966,database dumps,cs
0.273624361,0.445220796,0.156920586,0.516936253,0.447490432,database model,cs
0.234268162,0.423863413,0.178485392,0.489741288,0.417700245,database normalization,cs
0.275680611,0.432456973,0.149991449,0.50112282,0.437636543,database relation,cs
0.272699263,0.456782086,0.160055146,0.529943285,0.460686104,database systems,cs
0.295337097,0.442659416,0.146044894,0.513672619,0.410564749,database table,cs
0.280537444,0.390268682,0.211492726,0.543829424,0.433206317,database tuning,cs
0.600737346,0.661439433,0.16803892,0.357981505,0.501828119,de morgan's law,cs
0.773500314,0.759923719,0.589213103,0.464389931,0.494836162,decimal computers,cs
0.478490254,0.334001461,0.39609728,0.478199642,0.580254353,decision boundaries,cs
0.478028859,0.333976678,0.394761422,0.479435513,0.580695727,decision boundary,cs
0.689484616,0.2505854,0.485134413,0.403748274,0.315893766,decision making problems,cs
0.487307986,0.323015391,0.400472586,0.451922081,0.604340162,decision network,cs
0.479017158,0.227490981,0.395013499,0.557233323,0.637631626,decision tree technique,cs
0.479020868,0.227972621,0.395043571,0.556447663,0.637233133,decision trees,cs
0.828529799,0.388048918,0.57220893,0.518568626,0.382558621,decompressed data,cs
0.173291543,0.315229883,0.367597336,0.379489618,0.385816752,deep learning,cs
0.318944135,0.530567571,0.434436853,0.492115382,0.884173445,deep neural networks,cs
0.176894689,0.322567816,0.367087512,0.376685596,0.383056617,deep reinforcement learning,cs
0.731193061,0.720344691,0.61425968,0.494345564,0.723913427,delay-tolerant networking,cs
0.412588174,0.604869411,0.344622448,0.488772752,0.706307075,description logics,cs
0.442107522,0.606783093,0.091754952,0.459994145,0.467208826,descriptive statistics,cs
0.056274988,0.53467645,0.333274556,0.50247652,0.652815138,desktop computers,cs
0.484396573,0.571928962,0.501396083,0.60445321,0.873057912,deterministic algorithm,cs
0.314667925,0.182825419,0.496910144,0.464661616,0.499006132,deterministic encryption,cs
0.316582914,0.178446974,0.494480183,0.468021748,0.497913485,deterministic encryption scheme,cs
0.317899255,0.176212984,0.495035759,0.469316999,0.496116265,deterministic encryption schemes,cs
0.290912628,0.91269695,0.477942167,0.726795678,0.549701094,deterministic global optimization,cs
0.710783264,0.357926754,0.524511948,0.462927296,0.339906339,differentiable function,cs
0.396878839,0.753255716,0.158046489,0.7587505,0.530069359,differential calculus,cs
0.395073039,0.75489856,0.165408846,0.801326709,0.489613955,differential equations,cs
0.388962841,0.842633319,0.454958512,0.562327745,0.748504678,digital data,cs
0.380374399,0.802916916,0.471908966,0.526615347,0.822942202,digital filter,cs
0.380119641,0.801740624,0.471544024,0.530118738,0.821870673,digital filters,cs
0.389306614,0.844735474,0.454254724,0.554652139,0.738738588,digital information,cs
0.391125267,0.845886205,0.452609709,0.554114092,0.813161492,digital signal,cs
0.388005743,0.83959658,0.457700466,0.564660715,0.744772239,digital signatures,cs
0.339105209,0.735511016,0.599871082,0.528346605,0.489284685,dimensional space,cs
0.257744516,0.664008904,0.60059694,0.610990063,0.68591173,directed acyclic graph,cs
0.278854756,0.496672017,0.414858559,0.601461917,0.974822176,discrete time recurrent neural networks,cs
0.732244651,0.340397143,0.480072857,0.490460628,0.384125508,discriminant function analysis,cs
0.494679057,0.904476367,0.525116748,0.519016317,0.422963605,distance metric,cs
0.493594327,0.906506821,0.527232381,0.506370911,0.418264525,distance metric learning,cs
0.2047375,0.338724147,0.469767767,0.691613582,0.529007962,distributed algorithms,cs
0.205873941,0.341960996,0.47178301,0.649443324,0.533066956,distributed application,cs
0.205232607,0.352997228,0.476384305,0.616488498,0.535722471,distributed application architecture,cs
0.16831417,0.644758772,0.457982957,0.502718459,0.777352961,distributed artificial intelligence,cs
0.169649759,0.646107621,0.454232044,0.498138716,0.777968826,distributed artificial intelligence systems,cs
0.186619941,0.391977249,0.500507409,0.602256211,0.536777514,distributed computing,cs
0.185276725,0.39524306,0.503330114,0.598033272,0.537228596,distributed computing environment,cs
0.23288102,0.356841041,0.461448204,0.65032055,0.52412549,distributed data stores,cs
0.232492187,0.35404381,0.461015589,0.640927475,0.526595207,distributed information processing,cs
0.224975887,0.332504254,0.460624139,0.581582245,0.540230454,distributed object communication,cs
0.201903278,0.325425146,0.468112647,0.691943904,0.531427969,distributed search,cs
0.254554812,0.416267653,0.458822916,0.732744178,0.502840523,distribution-based clustering,cs
0.780291276,0.432303161,0.573953201,0.241546132,0.173984436,double-ended priority queue,cs
0.343896332,0.344731708,0.582604851,0.340029958,0.688070666,doubly linked list,cs
0.277244793,0.504908071,0.676168193,0.602568582,0.486072091,dynamic array,cs
0.285175362,0.500210894,0.695629288,0.602741219,0.495207897,dynamic compilation,cs
0.270401702,0.508424212,0.668509822,0.613495053,0.483304713,dynamic prefetched arrays,cs
0.290924428,0.503499154,0.722122985,0.617202654,0.519775404,dynamic table,cs
0.277562879,0.528567197,0.638072117,0.595265537,0.490986502,dynamically allocated array,cs
0.560675937,0.664834323,0.403731063,0.392431635,0.454263944,ecb mode,cs
0.602871925,0.544784665,0.358023197,0.565603702,0.730601515,edge contraction,cs
0.505114762,0.672976705,0.371203287,0.752523473,0.790817066,eigenmode expansion,cs
0.480686589,0.726834888,0.385156118,0.678150145,0.626199307,eigenvalue algorithm,cs
0.368725318,0.773606176,0.405312442,0.747992671,0.671076005,electronic signature,cs
0.368279822,0.773025331,0.405906237,0.746633781,0.672199068,electronic signatures,cs
0.296897484,0.539598189,0.489607828,0.598812494,0.524144479,embedded data,cs
0.761201652,0.445268175,0.785840006,0.499999121,0.293513309,empty set,cs
0.767427334,0.484441086,0.27957631,0.518184312,0.276826166,encrypted data,cs
0.306837047,0.129622175,0.507041149,0.469539134,0.479120541,encryption algorithm,cs
0.301148799,0.113791983,0.519559334,0.463873414,0.475916305,encryption keys,cs
0.832946911,0.379028951,0.35554354,0.475643095,0.601378785,enhanced double hashing,cs
0.24180693,0.387795767,0.376315125,0.273441889,0.332320493,ensemble learning method,cs
0.761117341,0.281102974,0.528545501,0.418328809,0.499431593,error detection,cs
0.753503113,0.260253017,0.549934834,0.442573386,0.472934551,error message,cs
0.457096284,0.874576205,0.582497795,0.585583332,0.427131534,euclidean distance,cs
0.456086854,0.873746486,0.583571004,0.586570339,0.427347157,euclidean space,cs
0.423818202,0.787386452,0.122730406,0.281869987,0.461633199,evolutionary computation,cs
0.488362862,0.412213542,0.406209451,0.637317363,0.873361515,explicit regression gradient boosting algorithms,cs
0.548291719,0.124606564,0.609037126,0.52563107,0.631740898,exponential convergence,cs
0.703777649,0.477709712,0.417004432,0.442357498,0.197810043,external node,cs
0.520480762,0.194720077,0.767029404,0.641067485,0.443919033,fast fourier transform,cs
0.369220974,0.569298371,0.592824985,0.363474856,0.330843433,feature detection,cs
0.201068356,0.397749189,0.391886647,0.262833722,0.288161768,feature learning,cs
0.452719246,0.319094155,0.365492493,0.233777136,0.319315526,feature maps,cs
0.323657981,0.643997935,0.524321037,0.363076346,0.415143802,feature oriented programming,cs
0.343580729,0.292740739,0.633402992,0.617296148,0.555290596,feedback connections,cs
0.285850387,0.506873624,0.387549374,0.54571154,0.83300246,feedforward neural network,cs
0.809323683,0.246932731,0.507112875,0.49459657,0.569736694,file overwrites,cs
0.853866259,0.708442781,0.516321039,0.460735315,0.343560674,finite element methods,cs
0.879942323,0.513149509,0.708916902,0.551385457,0.364989377,finite graph,cs
0.797150434,0.387594989,0.575839215,0.291981641,0.155434197,first-order reduction,cs
0.589211124,0.644991926,0.15828074,0.355959997,0.505955963,fitts's law,cs
0.437228234,0.580375634,0.281368943,0.42456933,0.514714259,flux architecture,cs
0.377736159,0.785756729,0.447610225,0.183552634,0.534917557,formal knowledge representation languages,cs
0.378913757,0.784369029,0.4465953,0.183793407,0.523418784,formal language theory,cs
0.561394984,0.427026533,0.670983722,0.337285953,0.734754312,fully connected layers,cs
0.562388734,0.429484542,0.671530418,0.318246018,0.775125603,fully recurrent neural networks,cs
0.408936424,0.431175396,0.492223372,0.383287438,0.641715897,function interaction,cs
0.460401118,0.647947526,0.356394563,0.202379486,0.426623079,function join,cs
0.400209796,0.45396173,0.474390237,0.344721283,0.657816053,functional analysis,cs
0.327075092,0.534848768,0.265045609,0.215602751,0.431820408,functional architecture,cs
